,RT_ms,RT_ms,RT_ms,RT_ms,RT_ms,RT_ms,RT_ms
,count,mean,std,var,min,max,skew
group,,,,,,,
Multiple,240,1605.0394387499946,743.4095948551325,552657.8257226722,822.040399999878,9316.043199999967,5.411518336689422
Single,315,1565.4100876191014,547.9071577643496,300202.2535294079,820.6554999999867,5929.118300000482,3.507542915246335
