target_col,trial.started,square.started,mouse.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.time
,,,,,,,,
red,24.59433920000083,24.71190620000016,0.0998049000008904,30.7740603000002,"[1.3671047000007093, 2.3537985000002664, 3.800294999999096, 4.832219399999303, 6.1910521000008885]","[0.006111111111111111, -0.07388888888888889, -0.1272222222222222, -0.10277777777777777, 0.23944444444444443]","[0.1738888888888889, 0.23444444444444446, 0.1461111111111111, -0.016666666666666666, 0.1638888888888889]","[1.2765316999993956, 2.2624522000005527, 3.7090306999998575, 4.740750000000844, 6.099493900001107]"
white,31.788650000000416,31.87319010000101,0.0750402999983634,44.24194010000065,"[1.7015052999995532, 2.5017590999996173, 3.316419799999494, 10.42602099999931, 12.464665399998921]","[0.20277777777777778, 0.09833333333333333, 0.042222222222222223, -0.005, 0.09388888888888888]","[-0.008888888888888889, 0.005555555555555556, 0.06111111111111111, 0.2638888888888889, -0.2388888888888889]","[1.6307162000011886, 2.430811400001403, 3.245169400001032, 10.354392999999618, 12.393437400000039]"
white,45.242186100000254,45.32861690000027,0.0646577999996225,53.41775419999976,"[1.8110830999994505, 4.262762799999109, 5.590927199998987, 7.003396799998882, 8.173584699999992]","[-0.011111111111111112, -0.21055555555555555, -0.12611111111111112, 0.16333333333333333, 0.15222222222222223]","[0.013888888888888888, -0.023333333333333334, -0.22444444444444445, -0.02388888888888889, -0.1811111111111111]","[1.75176829999873, 4.2031542000004265, 5.5312121999995725, 6.943677299999763, 8.113821900000403]"
white,54.42404230000102,54.514723300000696,0.0739183999994566,60.51137480000034,"[1.392504800000097, 2.613664799999242, 3.7588423999986844, 4.884526599998935, 6.091457799999262]","[0.23166666666666666, 0.18944444444444444, -0.1411111111111111, -0.20833333333333334, -0.24722222222222223]","[-0.10722222222222222, 0.22, 0.22333333333333333, 0.06055555555555556, -0.16944444444444445]","[1.3236993999998958, 2.5455034999995405, 3.6895793999992748, 4.815565799999604, 6.022258699998929]"
red,61.506752100000085,61.59827430000041,0.0634599999993952,67.20436130000053,"[1.2023164999991423, 2.2879465999994864, 3.2677239999993617, 4.4791636999998445, 5.690604399998847]","[0.24555555555555555, 0.22611111111111112, 0.026111111111111113, -0.1238888888888889, -0.20444444444444446]","[-0.030555555555555555, 0.16444444444444445, 0.19666666666666666, 0.12444444444444444, -0.09555555555555556]","[1.144683399999849, 2.229851799998869, 3.2089749999995547, 4.4204484000001685, 5.63201669999944]"
white,68.20601230000102,68.29237450000073,0.0658101000008173,74.97047170000042,"[1.4978210999997827, 2.4595879999997123, 3.4385191000001214, 4.361436200000753, 6.76387590000013]","[0.02666666666666667, -0.08333333333333333, -0.19722222222222222, -0.165, 0.008333333333333333]","[-0.1111111111111111, -0.10722222222222222, -0.1438888888888889, -0.05611111111111111, 0.03277777777777778]","[1.4349860999991506, 2.396607700000459, 3.3754336000001786, 4.755517300000065, 6.70065330000034]"
white,75.97123439999996,76.08901770000011,0.0856524999999237,83.93193200000132,"[1.3951851000001625, 2.6231864000001224, 5.325488899999982, 6.696974200000113, 7.959082699999271]","[0.13333333333333333, 0.225, -0.052222222222222225, -0.08, -0.18444444444444444]","[-0.03777777777777778, -0.03333333333333333, 0.049444444444444444, 0.2477777777777778, -0.12166666666666667]","[1.3156128999999055, 2.543546699998842, 5.245540300000357, 6.617030800000066, 7.879290900000342]"
white,84.93744590000097,85.04565619999994,0.0850906999985454,90.88256879999972,"[1.2316571999999724, 2.5393120999997336, 3.74171589999969, 4.877871299999242, 5.948198899999625]","[0.20833333333333334, -0.17777777777777778, 0.1272222222222222, -0.24222222222222223, -0.15888888888888889]","[-0.11666666666666667, -0.034444444444444444, 0.145, 0.13944444444444445, 0.105]","[1.1526450000001205, 2.460229400001481, 3.662490100001378, 4.798492600000827, 5.86905790000128]"
red,91.88423820000024,91.97480950000136,0.0696576999998797,97.78426920000128,"[1.2839122999994288, 2.3138096000002406, 3.303150199999436, 4.34633439999925, 5.899457299999995]","[0.017222222222222222, 0.105, 0.08722222222222223, 0.16444444444444445, -0.0077777777777777776]","[-0.16055555555555556, 0.029444444444444443, 0.15055555555555555, 0.20944444444444443, 0.22444444444444445]","[1.2197943000010127, 2.2492756999999983, 3.2387761999998474, 4.28148450000117, 5.834661400000186]"
