target_col,trial.started,square.started,mouse.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,15.927142400000092,16.019408399999975,0.0774066999999831,22.627099100000123,"[1.8353147000000263, 2.9395113000000492, 4.380884599999945, 5.4346539999999095, 6.7091281999998955]","[-0.01, 0.0005555555555555556, -0.24333333333333335, -0.20722222222222222, 0.17722222222222223]","[0.15611111111111112, 0.07277777777777777, -0.10388888888888889, -0.18555555555555556, -0.07777777777777778]","[1.7644357000001492, 2.8686365000000933, 4.309991100000161, 5.363755700000183, 6.638215200000104]"
red,23.63164499999993,23.725065600000107,0.0702765999999428,29.44005970000012,"[1.619805099999894, 2.629086799999868, 3.596192399999836, 3.9729555999999775, 5.810350399999834]","[-0.04888888888888889, 0.011666666666666667, 0.23777777777777778, 0.18611111111111112, -0.1288888888888889]","[0.1638888888888889, 0.09222222222222222, 0.11166666666666666, -0.2127777777777778, -0.16833333333333333]","[1.5522702999999183, 2.561397199999874, 3.5285105000000385, 4.540472299999919, 5.742651099999875]"
white,30.44751169999995,30.541697399999972,0.0766889000001356,36.14210350000008,"[1.465316199999961, 2.259349400000019, 2.878866300000027, 4.563950599999998, 5.699783900000057]","[-0.14722222222222223, -0.08666666666666667, -0.09388888888888888, 0.09, -0.02388888888888889]","[0.13166666666666665, 0.2388888888888889, -0.05722222222222222, -0.15722222222222224, 0.07944444444444444]","[1.3941749999999047, 2.188325999999961, 3.166958799999975, 4.492354900000009, 5.6282911000000695]"
white,37.14697980000005,37.2440696000001,0.0791842999999516,44.82021570000006,"[2.470316700000012, 3.852831599999945, 5.02426360000004, 6.1684024999999565, 7.675875099999985]","[0.12833333333333333, -0.17888888888888888, 0.005555555555555556, 0.17055555555555554, 0.17333333333333334]","[0.23444444444444446, 0.24666666666666667, 0.07833333333333334, 0.02666666666666667, -0.24166666666666667]","[2.3965118000000984, 3.778486100000009, 4.949856700000055, 6.0940458000000035, 7.601489599999923]"
white,45.829030800000055,45.91893890000006,0.0757622999999512,52.43792039999994,"[2.034795000000031, 3.0365948999999546, 3.549310699999978, 5.392463200000066, 6.615505700000085]","[-0.0044444444444444444, -0.10055555555555555, -0.22777777777777777, -0.03, -0.10722222222222222]","[-0.22166666666666668, -0.08055555555555556, -0.19611111111111112, 0.05333333333333334, 0.24888888888888888]","[1.9639294999999493, 2.965570699999944, 3.9379544999999325, 5.321480399999928, 6.544417100000146]"
red,53.44376280000006,53.53753060000008,0.0769582999998874,58.96110139999996,"[1.4080104999998184, 2.460769199999959, 3.522510599999805, 4.607708000000002, 5.5210557999998855]","[-0.07722222222222222, -0.12166666666666667, -0.02, 0.14833333333333334]","[0.2238888888888889, 0.14444444444444443, 0.03333333333333333, -0.04888888888888889]","[1.3340725000000475, 2.387456200000088, 3.448075000000017, 4.533287500000142]"
white,59.96088039999995,60.05068129999995,0.0666143999999349,65.34036990000004,"[1.4277466999999433, 2.4997326000000157, 3.3920872000001054, 4.792333300000109, 5.377117700000099]","[-0.18722222222222223, -0.07055555555555555, -0.10222222222222223, 0.1361111111111111]","[0.22277777777777777, 0.1238888888888889, 0.03111111111111111, 0.06277777777777778]","[1.3665992999999617, 2.4200994000000264, 3.330427699999973, 4.7307907000001705]"
white,66.34283570000002,66.43357390000006,0.0702601999998933,72.10115210000004,"[1.5620314000000235, 2.037624199999982, 3.666785599999912, 4.8230206999999155, 5.758426599999893]","[0.12111111111111111, -0.051111111111111114, -0.052222222222222225, 0.11277777777777778, 0.245]","[0.15333333333333332, 0.07, -0.005, -0.22166666666666668, -0.11833333333333333]","[1.4971188000001803, 2.367848200000026, 3.602103100000022, 4.757553900000175, 5.693085699999983]"
red,73.10864050000009,73.20204330000001,0.0766097999999146,78.65991000000008,"[1.4569091999999273, 2.0447963999999956, 3.4536083999998937, 4.052334599999995, 5.556432399999949]","[0.1527777777777778, 0.095, 0.06166666666666667, 0.13, -0.21666666666666667]","[0.2427777777777778, 0.03166666666666667, -0.06777777777777778, -0.145, -0.011111111111111112]","[1.3855105000000094, 2.430437100000063, 3.3825570999999854, 4.271835600000031, 5.484722599999941]"
white,79.65907300000003,79.75107819999994,0.0683740999998008,86.13478480000003,"[1.748050499999863, 2.032776399999875, 3.7330370999998195, 4.888689999999997, 6.472588199999791]","[-0.23944444444444443, -0.21777777777777776, 0.13, 0.04777777777777778, 0.21611111111111111]","[0.04777777777777778, 0.14333333333333334, 0.24833333333333332, -0.010555555555555556, -0.165]","[1.6852555999998913, 2.45864830000005, 3.669530200000054, 4.825709199999892, 6.4091289000000415]"
red,87.14037140000005,87.2253541,0.0670018999999229,91.88296630000012,"[1.0815482999998949, 1.9450860999997985, 2.8097316999999293, 3.6928806999999324, 4.746007899999995]","[-0.125, -0.03833333333333333, 0.14944444444444444, 0.20222222222222222, -0.16777777777777778]","[0.1738888888888889, -0.023333333333333334, -0.056666666666666664, -0.21222222222222223, -0.05444444444444444]","[1.0178346000000147, 1.8811691999999312, 2.7455598999999893, 3.628850199999988, 4.681827399999975]"
white,92.88856090000012,92.97461880000014,0.068863500000134,98.90717910000012,"[1.534109300000182, 2.4879960000000665, 3.3859515000001466, 4.304937900000141, 6.0216983000000255]","[-0.08777777777777777, 0.12666666666666668, 0.012777777777777779, 0.11722222222222223, -0.11055555555555556]","[0.16444444444444445, 0.16833333333333333, 0.025, -0.012777777777777779, -0.18833333333333332]","[1.4687916000000314, 2.422149700000091, 3.319770400000152, 4.238898900000095, 5.955768700000135]"
white,99.90412360000003,99.989104,0.0597222999999758,107.66710869999996,"[1.309170199999926, 2.4362524999999096, 3.389731299999994, 4.361530799999855, 7.757558499999959]","[-0.24555555555555555, 0.11944444444444445, 0.10222222222222223, -0.07111111111111111, 0.225]","[0.2038888888888889, 0.20777777777777778, -0.006111111111111111, -0.16777777777777778, 0.015]","[1.253506600000037, 2.3795789999999215, 3.3332212000000254, 4.304966799999875, 7.700828000000001]"
white,108.66858660000004,108.76033890000008,0.0701273999998193,114.44755540000006,"[1.3297333999998955, 1.898089599999821, 2.9489200999998957, 4.775829899999962, 5.778253799999902]","[-0.13944444444444445, 0.034444444444444444, -0.11722222222222223, -0.07, 0.09555555555555556]","[0.2127777777777778, 0.2127777777777778, -0.07166666666666667, -0.1938888888888889, -0.03166666666666667]","[1.262940499999786, 2.454896399999825, 3.6912100999998074, 4.70858219999991, 5.710967399999845]"
