target_col,trial.started,square.started,mouse.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,15.49932519999993,15.593675699999949,0.1022825000000011,22.718331600000056,"[1.6006832000000486, 2.7720913000000564, 3.7089074000000437, 4.600123100000019, 7.251598000000058]","[-0.10055555555555555, 0.08888888888888889, 0.1288888888888889, 0.11666666666666667, -0.23666666666666666]","[0.20055555555555554, 0.10277777777777777, 0.019444444444444445, -0.16555555555555557, -0.20722222222222222]","[1.5050939000000199, 2.676444500000116, 3.613273500000105, 4.5050699000000805, 7.1560532999999396]"
white,23.730336399999945,23.817110599999975,0.0760991000001922,31.388056400000096,"[2.0547453000001497, 2.98502150000013, 4.699129400000174, 6.225203000000192, 7.66719820000003]","[-0.25333333333333335, -0.07388888888888889, 0.14944444444444444, -0.23833333333333334, -0.030555555555555555]","[0.13277777777777777, 0.1811111111111111, -0.07277777777777777, -0.03388888888888889, -0.1827777777777778]","[1.9822909999998046, 2.9118560999997953, 4.625685099999828, 6.152402399999801, 7.593756499999927]"
red,32.38072450000004,32.476236499999914,0.062658600000077,40.63788679999993,"[3.2523706000001766, 4.342869500000006, 5.888809700000138, 7.1087387000000035, 8.247666299999992]","[-0.15722222222222224, -0.18666666666666668, 0.05611111111111111, 0.1322222222222222, 0.14333333333333334]","[0.17055555555555554, -0.045, -0.17444444444444446, -0.15722222222222224, -0.07944444444444444]","[3.194731000000047, 4.28506010000001, 5.830849799999896, 7.050765400000046, 8.189662999999882]"
white,41.64448930000003,41.733204500000056,0.0697801000001163,48.51087559999996,"[1.6715581999999358, 3.029314000000113, 3.5213209999999435, 5.529145400000061, 6.870773000000099]","[0.14888888888888888, -0.06333333333333334, -0.14888888888888888, 0.14666666666666667, 0.22722222222222221]","[0.20277777777777778, -0.023333333333333334, -0.018333333333333333, -0.2038888888888889, -0.06388888888888888]","[1.6068571000000702, 2.9644897000000583, 3.8982281999999486, 5.464621399999942, 6.80577540000013]"
red,49.51192659999992,49.60967619999997,0.0765210000001843,57.00936610000008,"[1.883357500000102, 3.046788600000127, 5.211050800000066, 6.363590800000111, 7.4962727000001905]","[-0.24055555555555555, -0.22, 0.11, 0.08055555555555556, -0.09777777777777778]","[0.23722222222222222, -0.19444444444444445, -0.1938888888888889, -0.11777777777777777, -0.09166666666666666]","[1.812210900000082, 2.9762688000000708, 5.139758500000198, 6.291702200000145, 7.424348400000099]"
white,58.010202299999946,58.09779780000008,0.0622940999999173,64.43124160000002,"[2.2939234000000397, 3.2964821000000484, 4.3145357999999305, 5.416086599999971, 6.419549599999982]","[-0.21833333333333332, -0.205, -0.21, -0.10555555555555556, 0.011111111111111112]","[0.23277777777777778, 0.14722222222222223, -0.0033333333333333335, -0.14555555555555555, -0.24055555555555555]","[2.235535000000027, 3.236901800000169, 4.255374600000096, 5.356390900000179, 6.359848499999998]"
white,65.42470200000002,65.518147,0.0601219000000128,71.69679360000009,"[1.8485455000000002, 2.9824453000001085, 3.8792742000000544, 4.28135270000007, 6.263097199999947]","[0.05611111111111111, 0.11388888888888889, -0.07888888888888888, -0.175, 0.21]","[0.013888888888888888, -0.07166666666666667, -0.16277777777777777, -0.21611111111111111, 0.18722222222222223]","[1.7943987999999536, 2.9280787000000146, 3.8249852999999803, 4.660805800000162, 6.208819700000049]"
white,72.6908985,72.78066390000004,0.0561989999998786,79.00122089999991,"[1.463734999999815, 2.415066599999818, 3.896115699999882, 4.973359399999936, 6.302286899999899]","[-0.0033333333333333335, -0.20277777777777778, -0.05333333333333334, 0.105, 0.10333333333333333]","[0.2038888888888889, 0.17833333333333334, -0.25, -0.14944444444444444, 0.12444444444444444]","[1.4131673000001683, 2.3640422000000854, 3.844450800000004, 4.92171600000006, 6.250650700000051]"
red,80.005406,80.12438440000005,0.0881962000000839,85.58250389999989,"[1.2629157999999734, 1.7546429999999873, 3.295516599999928, 4.429772700000058, 5.578864199999998]","[0.043333333333333335, 0.15333333333333332, 0.21777777777777776, -0.04833333333333333, -0.19833333333333333]","[0.22111111111111112, 0.051111111111111114, 0.1738888888888889, -0.125, 0.18722222222222223]","[1.1810124000000997, 2.1148339000001215, 3.2130667000001267, 4.347371700000167, 5.4966794000001755]"
