target_col,trial.started,square.started,mouse.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,14.556493799999998,14.64412070000003,0.1049641000000178,22.05021150000005,"[1.7510996000000318, 3.0969506000000138, 4.402775500000018, 4.893677700000012, 7.532626300000004]","[-0.19, 0.13555555555555557, 0.02, 0.023333333333333334, 0.17444444444444446]","[0.1661111111111111, 0.2061111111111111, 0.13833333333333334, -0.0033333333333333335, -0.10722222222222222]","[1.6528390999999942, 2.998658799999987, 4.303839100000005, 5.191099099999974, 7.434320599999978]"
white,23.063771700000014,23.1524776,0.0816431000000079,29.41515179999999,"[1.9950033999999732, 3.1488724999999818, 3.8398096999999893, 4.610512400000005, 6.361241000000007]","[0.09111111111111111, 0.1238888888888889, -0.08444444444444445, 0.07777777777777778, 0.15166666666666667]","[0.12777777777777777, -0.013888888888888888, 0.005, -0.11888888888888889, -0.13277777777777777]","[1.9165773999999942, 3.07116910000002, 4.0930079999999975, 5.1043973000000165, 6.283030300000007]"
red,30.41313790000004,30.51111180000004,0.0676576999999838,36.17553730000003,"[2.833823099999961, 4.000632699999983, 4.902662899999996, 5.235757699999965, 5.7583150999999475]","[0.08777777777777777, 0.24666666666666667, 0.11388888888888889]","[-0.1411111111111111, -0.024444444444444446, 0.19666666666666666]","[2.771511299999986, 3.938335699999982, 4.839973499999985]"
red,37.17805500000003,37.289012900000046,0.0899307999999905,42.59734890000004,"[1.8138640999999893, 2.303266599999972, 3.9127985999999737, 4.328557799999999, 5.419391700000006]","[-0.04111111111111111, -0.2, -0.21777777777777776]","[0.245, 0.25222222222222224, 0.12]","[1.7304583000000093, 2.612064499999974, 3.828954299999964]"
white,43.59439450000002,43.69755150000003,0.0742294000000356,48.62354490000001,"[1.5621909000000187, 2.7245391000000154, 3.0732801999999992, 4.114993099999992, 5.023598499999991]","[-0.2477777777777778, 0.028888888888888888, 0.09722222222222222, 0.21388888888888888]","[0.21888888888888888, -0.09666666666666666, -0.14944444444444444, -0.17888888888888888]","[1.4934454999999502, 2.6556247999999982, 3.449181699999997, 4.306057299999964]"
white,49.62651170000004,49.72967520000003,0.0765003999999862,54.71660960000003,"[1.6210585000000037, 2.901315699999998, 3.933416799999975, 4.340527300000019, 5.090951799999971]","[-0.205, -0.07833333333333334, -0.14, -0.22444444444444445]","[0.21444444444444444, 0.05277777777777778, -0.08944444444444444, -0.23722222222222222]","[1.5480926000000181, 2.8274465000000077, 3.859327099999973, 4.697881300000006]"
red,55.72537980000004,55.8142024,0.0778108999999744,60.8505748,"[1.5489809999999693, 2.140110800000002, 3.802921999999967, 4.3190237000000025, 5.131407799999977]","[-0.12, 0.1338888888888889]","[-0.052222222222222225, -0.19777777777777777]","[1.7807063999999855, 3.9906814999999938]"
white,61.858071800000005,61.9562798,0.0849508000000014,65.5874,"[1.5531202999999891, 1.869831999999974, 2.561088899999959, 3.0042823, 3.734357799999998]",[-0.21166666666666667],[0.19944444444444445],[1.473677699999996]
white,66.59077239999999,66.68613020000004,0.0745385999999825,71.00937010000001,"[1.5809208999999669, 2.255520899999965, 2.9744340999999963, 3.7523954999999773, 4.419050199999958]",[0.12444444444444444],[0.23333333333333334],[1.5124967000000424]
red,72.00710850000002,72.11673580000001,0.0764318999999886,75.77880290000002,"[1.1433276999999862, 2.1341064000000074, 2.8310882999999762, 3.4827283000000193, 3.7670587999999725]",[0.008888888888888889],[-0.105],[1.072296300000005]
white,76.7730603,76.88088060000001,0.0726078999999799,80.09228630000001,"[1.4111869000000183, 1.6519983999999681, 2.1274377999999956, 3.058880600000009, 3.3107491000000095]",[-0.06833333333333333],[0.12222222222222222],[1.3428498000000104]
white,81.08924340000004,81.18406379999999,0.0703484999999659,84.65768489999999,"[1.380576499999961, 2.030579899999964, 2.6790077999999653, 3.16696189999999, 3.562917099999993]",[0.16555555555555557],[0.06666666666666667],[1.3142103000000134]
red,85.6552441,85.75422960000003,0.0715807000000268,89.04427420000002,"[1.1354494000000273, 1.4469234000000029, 2.106445600000029, 2.8404098999999974, 3.3842324000000303]",[-0.06],[-0.07777777777777778],[1.06818439999995]
white,90.05394640000003,90.14575280000004,0.0818370000000072,93.4445414,"[1.3872335000000362, 1.6199677000000179, 2.8159964000000173, 3.113032500000031, 3.397523700000022]",[-0.2127777777777778],[0.04833333333333333],[1.3094988999999941]
white,94.45343260000004,94.5593776,0.0846033999999917,100.2654602,"[1.4372615000000337, 1.73812190000001, 2.783473000000015, 3.8216701000000057, 5.81812530000002]",[-0.16833333333333333],[0.12111111111111111],[1.3576394000000391]
,,,,,,,,
