Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
2026-02-07T12:00:10.903383,multipleTargets,1,60,True,100.0,100.0,0,1332,450,"(145.42,314.51);(119.15,402.98);(179.67,439.85);(117.37,531.67);(281.34,413.06);(269.80,567.92)"
2026-02-07T12:00:34.075786,multipleTargets,2,140,True,100.0,100.0,0,1285,388,"(140.72,211.83);(53.65,277.97);(72.43,361.63);(41.16,417.19);(200.07,371.21);(266.86,301.06);(295.71,482.98);(232.02,569.73)"
2026-02-07T12:00:44.872324,multipleTargets,3,220,True,100.0,100.0,0,1381,630,"(224.56,207.18);(108.17,145.75);(127.77,374.33);(234.13,376.58);(74.68,424.56);(249.03,596.20);(56.39,586.68);(228.00,298.76)"
2026-02-07T12:01:08.814171,multipleTargets,4,315,True,90.91,100.0,1,1278,1504,"(197.09,291.97);(116.93,331.08);(72.86,362.15);(116.74,516.18);(212.05,430.69);(63.70,287.10);(21.30,338.58);(278.86,4.70);(40.71,262.37);(142.23,265.26)"
2026-02-07T12:01:30.050542,multipleTargets,5,405,True,100.0,100.0,0,1587,1199,"(95.25,249.64);(22.15,216.07);(127.23,344.22);(325.62,544.09);(208.55,498.88);(236.94,392.65);(131.36,336.56);(108.74,306.95);(26.85,109.39)"
2026-02-07T12:01:44.069020,multipleTargets,6,505,True,100.0,100.0,0,1280,884,"(203.62,230.19);(138.66,151.89);(249.30,80.52);(314.55,107.97);(260.67,223.61);(246.07,578.48);(269.50,491.00);(196.87,574.34);(121.79,580.49);(257.27,417.85)"
2026-02-07T12:02:07.701149,multipleTargets,7,625,True,100.0,100.0,0,1157,1387,"(106.39,195.80);(147.46,236.87);(243.63,306.57);(207.18,264.86);(107.14,268.26);(161.67,31.10);(27.08,452.92);(66.15,506.56);(46.40,543.26);(109.93,233.42);(246.45,592.36);(141.99,398.21)"
2026-02-07T12:02:28.311264,multipleTargets,8,720,True,90.91,100.0,1,1804,875,"(167.58,283.53);(165.71,296.39);(163.33,404.99);(146.04,347.22);(191.57,406.85);(9.29,398.27);(5.86,232.03);(107.13,161.44);(100.38,95.97);(145.50,241.08)"
2026-02-07T12:02:49.286817,multipleTargets,9,840,True,100.0,100.0,0,1220,959,"(162.93,179.72);(166.16,321.99);(149.02,388.69);(204.49,263.83);(273.12,296.03);(273.11,341.49);(290.08,354.86);(148.72,365.83);(312.65,468.40);(0.83,592.53);(81.11,536.76);(126.97,522.49)"
2026-02-07T12:03:19.720231,multipleTargets,10,975,True,93.33,100.0,1,1684,1710,"(168.05,279.94);(257.01,241.47);(178.29,378.10);(184.07,333.61);(233.25,408.16);(47.25,458.86);(100.12,421.85);(60.51,442.59);(15.79,572.48);(223.24,327.78);(70.33,233.04);(77.25,299.25);(140.90,136.22);(166.34,382.92)"
2026-02-07T12:03:49.450412,multipleTargets,11,1115,True,100.0,100.0,0,1325,1731,"(191.68,187.64);(100.33,278.35);(133.25,231.37);(144.83,114.70);(168.13,94.38);(141.09,278.09);(144.47,518.93);(147.09,529.38);(91.94,555.69);(186.14,567.40);(134.28,511.23);(8.66,557.58);(7.50,90.83);(218.43,478.32)"
2026-02-07T12:04:23.244917,multipleTargets,12,1250,False,93.75,93.33,1,3851,1803,"(207.71,282.34);(206.25,474.31);(94.07,546.64);(116.55,465.85);(68.40,474.50);(20.84,478.98);(208.74,465.89);(106.80,502.40);(54.52,301.07);(1.88,92.01);(113.97,103.55);(248.16,562.39);(8.22,581.49);(42.19,441.89)"
2026-02-07T12:04:57.172419,multipleTargets,12,140,True,88.24,100.0,2,2250,1765,"(200.01,341.50);(180.48,534.99);(75.55,512.86);(145.73,514.69);(198.07,527.83);(161.07,626.96);(166.68,605.28);(301.72,163.13);(311.18,156.69);(110.76,61.12);(165.66,273.38);(310.96,585.48);(264.23,496.06);(110.40,414.47);(262.27,319.60)"
2026-02-07T12:05:34.375742,multipleTargets,13,195,False,60.87,71.43,9,1756,2690,"(246.98,520.74);(244.04,544.58);(251.31,413.55);(262.34,372.93);(261.48,95.82);(213.87,5.55);(238.71,57.75);(249.54,88.19);(70.71,22.83);(5.36,455.34)"
