Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
2026-02-07T11:09:12.536439,multipleTargets,1,60,True,100.0,100.0,0,6629,603,"(76.78,124.80);(164.91,106.45);(40.13,287.46);(58.74,363.39);(61.50,559.63);(277.86,465.78)"
2026-02-07T11:09:43.382831,multipleTargets,2,140,True,100.0,100.0,0,1263,421,"(131.45,59.28);(103.74,160.91);(42.05,272.88);(273.01,186.76);(122.79,339.69);(138.51,454.24);(57.17,466.21);(149.71,560.62)"
2026-02-07T11:09:59.808030,multipleTargets,3,220,True,100.0,100.0,0,1359,537,"(131.28,145.49);(235.47,115.05);(107.64,340.28);(278.87,303.48);(239.13,366.70);(186.45,585.34);(244.48,545.17);(78.20,580.17)"
2026-02-07T11:10:22.727817,multipleTargets,4,320,True,100.0,100.0,0,2993,1306,"(163.33,216.24);(233.77,400.00);(324.23,398.45);(198.67,346.58);(4.71,305.66);(206.19,432.17);(243.95,502.28);(325.34,46.75);(287.34,415.08);(217.08,378.24)"
2026-02-07T11:10:43.626942,multipleTargets,5,405,True,90.0,100.0,1,1347,923,"(214.76,158.79);(55.41,164.08);(74.15,343.10);(118.96,207.28);(116.99,526.46);(230.77,419.37);(157.86,266.14);(273.93,225.93);(152.99,454.35)"
2026-02-07T11:11:04.004247,multipleTargets,6,505,True,100.0,100.0,0,2785,898,"(7.07,232.12);(2.20,310.45);(147.52,190.89);(151.58,231.10);(37.60,237.70);(197.33,159.71);(255.06,297.85);(309.55,208.76);(47.61,108.14);(28.04,549.79)"
2026-02-07T11:11:32.703760,multipleTargets,7,620,True,92.31,100.0,1,1992,1525,"(212.00,80.09);(170.78,110.66);(112.25,153.30);(71.32,177.38);(309.59,162.66);(210.94,247.09);(192.08,508.51);(261.81,508.52);(2.39,21.38);(161.23,195.11);(184.46,220.19);(286.28,215.70)"
2026-02-07T11:11:49.651963,multipleTargets,8,720,True,100.0,100.0,0,1276,863,"(142.93,201.60);(93.93,48.68);(276.06,3.76);(156.41,226.31);(151.49,393.33);(206.79,465.90);(239.38,489.11);(306.41,614.30);(52.78,618.45);(200.69,82.01)"
2026-02-07T11:12:08.020188,multipleTargets,9,840,True,100.0,100.0,0,1132,916,"(185.01,83.44);(216.10,27.11);(186.19,164.09);(103.56,87.32);(241.85,319.52);(250.38,311.82);(129.44,273.43);(131.42,531.77);(48.75,530.43);(235.08,523.49);(232.80,357.72);(255.79,121.23)"
2026-02-07T11:12:41.291916,multipleTargets,10,960,False,87.5,92.86,2,4258,1297,"(174.01,5.16);(113.52,50.59);(160.57,35.70);(287.61,3.69);(198.45,224.23);(243.93,319.17);(193.67,198.90);(184.62,439.23);(60.40,363.44);(94.80,364.13);(165.60,391.48);(204.64,255.16);(301.51,451.88)"
2026-02-07T11:13:24.814983,multipleTargets,10,120,False,87.5,92.86,2,2991,1641,"(56.41,441.05);(122.00,380.94);(180.05,299.66);(170.91,323.02);(152.56,137.30);(186.26,114.43);(161.46,517.85);(236.83,494.76);(154.14,336.95);(225.66,269.53);(262.13,317.40);(236.53,343.51);(230.23,363.67)"
