Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
2026-02-07T11:30:09.583700,multipleTargets,1,60,True,100.0,100.0,0,1422,446,"(175.39,276.87);(33.86,333.17);(263.08,174.64);(248.21,31.28);(200.83,53.16);(239.90,170.00)"
2026-02-07T11:30:22.250765,multipleTargets,2,140,True,100.0,100.0,0,1066,412,"(199.45,243.07);(254.90,80.52);(71.62,35.94);(168.91,39.30);(51.31,309.38);(150.12,470.22);(55.32,485.78);(168.27,553.70)"
2026-02-07T11:30:32.539820,multipleTargets,3,220,True,100.0,100.0,0,1297,374,"(201.26,109.53);(209.53,189.61);(188.10,281.28);(130.71,341.83);(248.64,392.29);(75.08,495.05);(155.57,474.09);(280.09,554.08)"
2026-02-07T11:30:54.603351,multipleTargets,4,320,True,100.0,100.0,0,1295,1481,"(214.99,232.77);(196.41,161.35);(147.68,28.05);(177.09,295.90);(105.47,354.54);(35.16,358.46);(202.24,453.63);(180.97,520.56);(286.29,608.76);(260.81,476.36)"
2026-02-07T11:31:20.238685,multipleTargets,5,410,True,100.0,100.0,0,1383,1630,"(135.46,289.76);(41.24,105.26);(5.33,156.29);(58.78,31.05);(315.98,7.14);(34.50,109.28);(38.41,10.88);(41.59,269.55);(228.04,32.76)"
2026-02-07T11:31:40.010240,multipleTargets,6,510,True,100.0,100.0,0,2129,1035,"(243.91,245.59);(199.92,148.76);(56.78,128.19);(70.57,23.54);(204.05,80.31);(317.40,414.03);(230.78,578.96);(120.96,523.26);(127.64,531.53);(51.41,473.15)"
2026-02-07T11:32:07.803225,multipleTargets,7,630,True,100.0,100.0,0,1791,1858,"(101.14,80.71);(23.68,29.18);(122.67,293.94);(136.49,345.64);(99.19,384.92);(70.41,487.98);(132.85,621.05);(247.23,603.37);(312.69,597.68);(258.13,134.50);(194.41,39.59);(103.72,297.19)"
2026-02-07T11:32:31.959154,multipleTargets,8,730,True,100.0,100.0,0,1288,1395,"(229.94,146.74);(107.40,172.55);(207.81,212.65);(222.57,390.32);(181.66,320.67);(29.67,400.03);(176.62,402.65);(179.26,497.12);(149.92,443.60);(235.71,591.64)"
2026-02-07T11:32:52.846285,multipleTargets,9,850,True,100.0,100.0,0,1286,1160,"(8.18,91.26);(100.20,50.41);(160.73,126.26);(67.93,216.15);(79.86,214.90);(75.56,525.15);(187.70,219.19);(124.57,140.93);(189.29,357.37);(173.03,187.86);(103.93,379.97);(320.84,565.36)"
2026-02-07T11:33:26.010826,multipleTargets,10,970,False,100.0,85.71,0,4425,1868,"(230.46,13.57);(87.17,2.57);(252.65,11.33);(93.91,18.02);(190.13,17.07);(305.43,230.56);(287.83,205.84);(310.82,116.68);(94.82,86.09);(293.88,208.73);(224.21,172.00);(304.90,94.31)"
2026-02-07T11:33:53.593624,multipleTargets,10,140,True,100.0,100.0,0,1363,1361,"(262.00,83.43);(119.97,36.89);(22.01,11.27);(45.92,533.82);(3.18,460.26);(95.83,538.32);(108.83,582.98);(323.51,608.23);(281.54,323.89);(273.18,89.35);(196.75,136.96);(146.89,112.60);(172.07,68.76);(265.22,496.70)"
2026-02-07T11:34:21.140749,multipleTargets,11,280,True,100.0,100.0,0,1478,998,"(70.81,80.26);(81.31,5.43);(126.73,1.95);(183.49,37.55);(221.92,87.58);(177.81,254.82);(7.31,218.57);(17.83,331.92);(184.18,287.46);(183.06,438.29);(59.88,566.22);(127.53,529.53);(65.61,361.61);(11.73,119.53)"
