Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
2026-02-08T11:45:18.954453,multipleTargets,1,60,True,100.0,100.0,0,1345,345,"(171.62,92.62);(46.83,40.03);(264.82,51.46);(216.46,315.77);(124.08,360.23);(258.56,475.77)"
2026-02-08T11:45:47.512476,multipleTargets,2,140,True,100.0,100.0,0,1058,456,"(261.36,159.84);(211.94,69.28);(59.74,63.42);(136.66,251.28);(281.63,264.75);(147.70,468.06);(148.20,522.78);(49.52,574.81)"
2026-02-08T11:46:02.898893,multipleTargets,3,220,True,100.0,100.0,0,2260,492,"(90.63,167.17);(74.17,142.37);(231.06,116.81);(261.22,263.79);(215.57,338.01);(63.26,331.32);(158.55,453.34);(41.65,519.00)"
2026-02-08T11:46:34.026196,multipleTargets,4,320,True,100.0,100.0,0,1518,1894,"(139.57,180.03);(58.06,73.38);(7.27,186.67);(73.15,183.56);(86.54,440.89);(70.09,591.46);(223.03,436.44);(101.07,309.72);(307.38,45.96);(270.13,294.64)"
2026-02-08T11:46:57.138178,multipleTargets,5,410,True,100.0,100.0,0,3034,658,"(138.68,66.70);(61.69,117.92);(49.14,229.17);(56.80,188.51);(80.93,74.70);(103.84,177.90);(82.22,425.73);(315.95,614.18);(120.99,546.75)"
2026-02-08T11:47:19.741566,multipleTargets,6,500,True,83.33,100.0,2,1412,1140,"(100.19,218.98);(119.04,206.11);(188.50,361.17);(276.53,375.02);(260.11,560.83);(184.44,462.94);(49.71,204.37);(75.90,209.45);(42.14,112.51);(80.59,141.42)"
2026-02-08T11:47:58.664570,multipleTargets,7,595,False,80.0,91.67,3,1510,2417,"(116.58,253.03);(95.97,256.22);(1.15,216.92);(230.01,32.58);(325.07,15.57);(233.20,70.01);(244.60,40.90);(286.15,113.61);(152.56,374.26);(72.44,256.72);(315.12,342.33)"
2026-02-08T11:48:29.481140,multipleTargets,7,110,True,85.71,100.0,2,1351,1869,"(139.69,233.72);(30.44,135.20);(190.28,20.08);(274.24,217.05);(284.94,585.37);(228.81,274.08);(239.43,177.27);(239.06,573.62);(174.24,519.21);(91.33,57.18);(25.46,281.79);(113.78,217.24)"
2026-02-08T11:48:50.615531,multipleTargets,8,210,True,100.0,100.0,0,1387,868,"(115.43,215.66);(125.02,99.29);(293.96,142.09);(37.65,234.10);(56.66,463.79);(51.99,531.36);(68.35,479.54);(241.02,505.93);(320.97,397.70);(281.19,308.74)"
2026-02-08T11:49:13.152072,multipleTargets,9,330,True,100.0,100.0,0,1413,995,"(132.74,288.88);(47.19,186.93);(217.69,14.34);(293.59,12.56);(217.55,193.16);(308.10,247.77);(70.08,377.78);(320.42,327.95);(305.80,397.66);(198.66,304.25);(103.99,400.45);(158.62,423.83)"
2026-02-08T11:49:49.869759,multipleTargets,10,450,False,100.0,85.71,0,2048,1974,"(175.56,5.24);(0.40,426.36);(183.29,537.04);(89.28,484.61);(175.33,391.98);(141.17,493.74);(28.99,554.63);(293.80,264.23);(321.94,258.39);(307.93,260.57);(197.94,122.24);(135.84,122.72)"
2026-02-08T11:50:17.784296,multipleTargets,10,115,True,73.68,100.0,5,2065,1609,"(192.68,485.63);(93.81,521.28);(6.37,570.41);(109.31,425.94);(225.82,396.91);(225.60,176.89);(274.15,101.84);(294.39,71.48);(288.18,46.31);(173.18,102.22);(177.74,131.92);(170.34,255.91);(127.04,249.90);(257.27,623.15)"
