target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,1.5322053000000437,1.542300800000021,1.5319145999999932,52.21011930000003,0.4272222222222222,0.017777777777777778,1,0,0,,,,,,,,,,,,,,,,,,,,,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
white,0,0,0,0,52.346717400000045,,,,,,,,,,,52.246196499999996,52.346717400000045,0.10631689999996752,52.346717400000045,52.346717400000045,64.06502040000004,"[3.086089099999981, 4.6202120999999465, 7.4174491999999645, 9.223810499999956, 11.851703899999961]","[0.09444444444444444, -0.017777777777777778, -0.1272222222222222, -0.07111111111111111, -0.19833333333333333]","[0.06722222222222222, 0.005, 0.06944444444444445, -0.058888888888888886, -0.1938888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.9878623000000175, 4.521531999999979, 7.319390699999985, 9.125749999999982, 11.754196699999966]","['target_0', 'target_3', 'target_1', 'target_2', 'target_4']",64.06648410000003,64.08839390000003,64.08839390000003,65.074161,,,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
red,0,1,1,2,65.18605970000004,,,,,,,,,,,65.07462850000002,65.18605970000004,0.09329309999998259,65.18605970000004,65.18605970000004,74.49172050000004,"[2.383057899999983, 3.669426699999974, 4.8389099999999985, 8.214705200000026, 9.423142600000006]","[-0.1338888888888889, -0.02, 0.1238888888888889, -0.030555555555555555, -0.20333333333333334]","[0.17888888888888888, 0.14555555555555555, 0.09444444444444444, -0.23833333333333334, -0.01888888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.293924500000003, 3.580050099999994, 4.7491191999999955, 8.124833200000012, 9.333629400000007]","['target_2', 'target_3', 'target_4', 'target_1', 'target_0']",74.4923359,74.5004022,74.5004022,75.48987040000003,75.60603690000005,75.60603690000005,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
white,0,2,2,1,75.60603690000005,,,,,,,,,,,75.4903074,75.60603690000005,0.07930829999997968,75.60603690000005,75.60603690000005,87.345008,"[2.3718427999999676, 3.5153722000000016, 4.824193199999968, 8.2810657, 11.850840699999992]","[0.2511111111111111, 0.15944444444444444, 0.08833333333333333, 0.17222222222222222, 0.105]","[-0.024444444444444446, 0.05388888888888889, 0.013888888888888888, -0.2288888888888889, -0.115]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.2988832000000343, 3.4422667000000047, 4.752678500000002, 8.20896810000005, 11.777791100000002]","['target_2', 'target_4', 'target_1', 'target_3', 'target_0']",87.34584750000005,87.35514070000005,87.35514070000005,88.34048230000002,88.4334116,88.4334116,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
white,1,0,3,1,88.4334116,,,,,,,,,,,88.34127440000003,88.4334116,0.06386780000002545,88.4334116,88.4334116,94.57768150000004,"[1.3347070000000372, 2.1898912999999993, 3.2254751000000397, 5.303040699999997, 6.2302837000000295]","[-0.016666666666666666, -0.043333333333333335, 0.17555555555555555, -0.14944444444444444, -0.2288888888888889]","[0.011111111111111112, 0.08166666666666667, 0.03333333333333333, -0.1622222222222222, -0.23333333333333334]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2799225999999635, 2.1359937999999943, 3.17040099999997, 5.247693099999992, 6.1748973999999635]","['target_4', 'target_1', 'target_2', 'target_0', 'target_3']",94.5785841,94.58776500000005,94.58776500000005,95.58674890000003,,,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
white,1,1,4,0,95.69439840000001,,,,,,,,,,,95.58731340000003,95.69439840000001,0.09284350000001496,95.69439840000001,95.69439840000001,101.47152950000003,"[1.2216101999999864, 2.0032434000000308, 2.8333033000000114, 4.942853800000023, 5.8900879999999916]","[-0.11388888888888889, 0.04666666666666667, 0.06833333333333333, -0.22444444444444445, -0.10555555555555556]","[0.22666666666666666, 0.23055555555555557, 0.15666666666666668, -0.08722222222222223, -0.23944444444444443]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1362932000000114, 1.9169169000000466, 2.7470910000000117, 4.85659430000004, 5.8048480000000495]","['target_0', 'target_4', 'target_2', 'target_1', 'target_3']",101.4721844,101.48267390000001,101.48267390000001,102.47071400000004,102.5688849,102.5688849,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
red,1,2,5,2,102.5688849,,,,,,,,,,,102.47148560000005,102.5688849,0.07319590000003018,102.5688849,102.5688849,108.21971480000002,"[1.3168888000000152, 2.7295663000000445, 3.5703356000000213, 4.7091396000000145, 5.7459994000000165]","[-0.14166666666666666, 0.15, 0.22833333333333333, 0.11666666666666667, -0.15166666666666667]","[0.21555555555555556, 0.035555555555555556, 0.06222222222222222, -0.04611111111111111, -0.10777777777777778]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2472728999999845, 2.6590318999999454, 3.5001101999999946, 4.639974199999983, 5.675372299999992]","['target_3', 'target_1', 'target_4', 'target_2', 'target_0']",108.22037360000002,108.2306878,108.2306878,109.21970440000001,109.31195600000001,109.31195600000001,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
white,2,0,6,1,109.31195600000001,,,,,,,,,,,109.2204155,109.31195600000001,0.06926290000001245,109.31195600000001,109.31195600000001,116.3544134,"[1.8828125999999656, 3.3190415999999914, 4.261922599999991, 5.167967400000009, 7.132493699999998]","[-0.12166666666666667, -0.02277777777777778, -0.02277777777777778, 0.22055555555555556, 0.09555555555555556, -0.09444444444444444]","[0.15833333333333333, 0.08388888888888889, 0.08388888888888889, -0.12277777777777778, -0.16333333333333333, -0.15666666666666668]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1.8191426000000206, 3.2564350000000104, 3.414017300000012, 4.199648000000025, 5.104310499999997, 7.06828790000003]","['target_3', 'target_0', 'target_0', 'target_4', 'target_2', 'target_1']",116.3550808,116.3654065,116.3654065,117.35073950000003,117.44257150000004,117.44257150000004,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
white,2,1,7,0,117.44257150000004,,,,,,,,,,,117.3512293,117.44257150000004,0.06548299999997198,117.44257150000004,117.44257150000004,123.40631790000003,"[1.3381995999999958, 2.288744500000007, 3.9045041999999626, 4.931166599999983, 6.048870799999975]","[-0.17888888888888888, -0.056666666666666664, 0.13055555555555556, 0.03944444444444444, -0.11944444444444445]","[0.175, 0.15, 0.01, -0.10166666666666667, -0.030555555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2783787000000189, 2.229438400000049, 3.844118700000024, 4.870816300000001, 5.98904970000001]","['target_4', 'target_1', 'target_2', 'target_3', 'target_0']",123.4070203,123.41609780000005,123.41609780000005,124.40018430000003,124.496463,124.496463,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
red,2,2,8,2,124.496463,,,,,,,,,,,124.40094820000002,124.496463,0.06761949999997796,124.496463,124.496463,130.06517440000005,"[1.256730100000027, 2.201785599999994, 3.5631882000000132, 4.7627668000000085, 5.6560398000000305]","[-0.17777777777777778, -0.07833333333333334, -0.095, 0.09333333333333334, -0.09111111111111111]","[0.08166666666666667, 0.12222222222222222, 0.002777777777777778, -0.075, -0.185]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1951810000000478, 2.1401063000000136, 3.5004119000000173, 4.700150300000018, 5.593596000000048]","['target_0', 'target_4', 'target_1', 'target_2', 'target_3']",130.0658426,130.07454330000002,130.07454330000002,131.06539680000003,131.17871340000005,131.17871340000005,,,36,001,2026-02-10_18h00.07.778,visual_search,2024.1.5,None,2026-02-10 18h00.37.728821 +0530,
