target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.0074984000000313245,0.013348300000018298,0.007146099999999933,14.51514450000002,-0.08055555555555556,0.13777777777777778,1,0,0,,,,,,,,,,,,,,,,,,,,,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
white,0,0,0,1,14.64412070000003,,,,,,,,,,,14.556493799999998,14.64412070000003,0.10496410000001788,14.64412070000003,14.64412070000003,22.050211500000046,"[1.7510996000000318, 3.0969506000000138, 4.402775500000018, 4.893677700000012, 7.532626300000004]","[-0.19, 0.13555555555555557, 0.02, 0.023333333333333334, 0.17444444444444446]","[0.1661111111111111, 0.2061111111111111, 0.13833333333333334, -0.0033333333333333335, -0.10722222222222222]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6528390999999942, 2.998658799999987, 4.303839100000005, 5.191099099999974, 7.434320599999978]","['target_2', 'target_1', 'target_3', 'target_4', 'target_0']",22.051509900000042,22.06812480000002,22.06812480000002,23.063291100000015,,,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
white,0,1,1,0,23.152477599999997,,,,,,,,,,,23.063771700000018,23.152477599999997,0.08164310000000796,23.152477599999997,23.152477599999997,29.41515179999999,"[1.9950033999999732, 3.1488724999999818, 3.8398096999999893, 4.610512400000005, 6.361241000000007]","[0.09111111111111111, 0.1238888888888889, -0.08444444444444445, 0.07777777777777778, 0.15166666666666667]","[0.12777777777777777, -0.013888888888888888, 0.005, -0.11888888888888889, -0.13277777777777777]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.9165773999999942, 3.07116910000002, 4.0930079999999975, 5.1043973000000165, 6.283030300000007]","['target_4', 'target_3', 'target_0', 'target_2', 'target_1']",29.415916700000025,29.423137600000018,29.423137600000018,30.41271770000003,30.511111800000037,30.511111800000037,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
red,0,2,2,2,30.511111800000037,,,,,,,,,,,30.413137900000038,30.511111800000037,0.06765769999998383,30.511111800000037,30.511111800000037,36.17553730000003,"[2.833823099999961, 4.000632699999983, 4.902662899999996, 5.235757699999965, 5.7583150999999475]","[0.08777777777777777, 0.24666666666666667, 0.11388888888888889]","[-0.1411111111111111, -0.024444444444444446, 0.19666666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.771511299999986, 3.938335699999982, 4.839973499999985]","['target_4', 'target_3', 'target_1']",36.176165200000014,36.18476270000002,36.18476270000002,37.17767309999999,,,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
red,1,0,3,2,37.289012900000046,,,,,,,,,,,37.17805500000003,37.289012900000046,0.08993079999999054,37.289012900000046,37.289012900000046,42.59734890000004,"[1.8138640999999893, 2.303266599999972, 3.9127985999999737, 4.328557799999999, 5.419391700000006]","[-0.04111111111111111, -0.2, -0.21777777777777776]","[0.245, 0.25222222222222224, 0.12]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.7304583000000093, 2.612064499999974, 3.828954299999964]","['target_0', 'target_4', 'target_3']",42.59833150000003,42.60784510000002,42.60784510000002,43.59398200000004,43.69755150000003,43.69755150000003,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
white,1,1,4,0,43.69755150000003,,,,,,,,,,,43.59439450000002,43.69755150000003,0.07422940000003564,43.69755150000003,43.69755150000003,48.62354490000001,"[1.5621909000000187, 2.7245391000000154, 3.0732801999999992, 4.114993099999992, 5.023598499999991]","[-0.2477777777777778, 0.028888888888888888, 0.09722222222222222, 0.21388888888888888]","[0.21888888888888888, -0.09666666666666666, -0.14944444444444444, -0.17888888888888888]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.4934454999999502, 2.6556247999999982, 3.449181699999997, 4.306057299999964]","['target_1', 'target_0', 'target_4', 'target_3']",48.6242072,48.63251500000001,48.63251500000001,49.62605110000004,,,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
white,1,2,5,1,49.72967520000003,,,,,,,,,,,49.62651170000004,49.72967520000003,0.07650039999998626,49.72967520000003,49.72967520000003,54.71660960000003,"[1.6210585000000037, 2.901315699999998, 3.933416799999975, 4.340527300000019, 5.090951799999971]","[-0.205, -0.07833333333333334, -0.14, -0.22444444444444445]","[0.21444444444444444, 0.05277777777777778, -0.08944444444444444, -0.23722222222222222]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.5480926000000181, 2.8274465000000077, 3.859327099999973, 4.697881300000006]","['target_0', 'target_1', 'target_2', 'target_3']",54.717583400000024,54.726147200000014,54.726147200000014,55.725016400000015,,,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
red,2,0,6,2,55.8142024,,,,,,,,,,,55.72537980000004,55.8142024,0.07781089999997448,55.8142024,55.8142024,60.850574800000004,"[1.5489809999999693, 2.140110800000002, 3.802921999999967, 4.3190237000000025, 5.131407799999977]","[-0.12, 0.1338888888888889]","[-0.052222222222222225, -0.19777777777777777]","[1, 1]","[0, 0]","[0, 0]","[1.7807063999999855, 3.9906814999999938]","['target_4', 'target_1']",60.851395600000046,60.86083640000004,60.86083640000004,61.85767010000001,,,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
white,2,1,7,1,61.956279800000004,,,,,,,,,,,61.858071800000005,61.956279800000004,0.08495080000000144,61.956279800000004,61.956279800000004,65.5874,"[1.5531202999999891, 1.869831999999974, 2.561088899999959, 3.0042823, 3.734357799999998]",[-0.21166666666666667],[0.19944444444444445],[1],[0],[0],[1.473677699999996],['target_3'],65.58832330000001,65.5985933,65.5985933,66.5903846,,,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
white,2,2,8,0,66.68613020000004,,,,,,,,,,,66.59077239999999,66.68613020000004,0.07453859999998258,66.68613020000004,66.68613020000004,71.00937010000001,"[1.5809208999999669, 2.255520899999965, 2.9744340999999963, 3.7523954999999773, 4.419050199999958]",[0.12444444444444444],[0.23333333333333334],[1],[0],[0],[1.5124967000000424],['target_0'],71.01031470000004,71.02015310000002,71.02015310000002,72.00664220000004,72.11673580000001,72.11673580000001,,,32,001,2026-02-08_06h11.56.198,visual_search,2024.1.5,None,2026-02-08 06h12.19.307936 +0530,
