target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.017818300000726595,0.027124300000650692,0.017478899999332498,24.58044390000032,0.03666666666666667,0.19333333333333333,1,0,0,,,,,,,,,,,,,,,,,,,,,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
red,0,0,0,2,24.711906200000158,,,,,,,,,,,24.59433920000083,24.711906200000158,0.09980490000089048,24.711906200000158,24.711906200000158,30.7740603000002,"[1.3671047000007093, 2.3537985000002664, 3.800294999999096, 4.832219399999303, 6.1910521000008885]","[0.006111111111111111, -0.07388888888888889, -0.1272222222222222, -0.10277777777777777, 0.23944444444444443]","[0.1738888888888889, 0.23444444444444446, 0.1461111111111111, -0.016666666666666666, 0.1638888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2765316999993956, 2.2624522000005527, 3.7090306999998575, 4.740750000000844, 6.099493900001107]","['target_1', 'target_3', 'target_0', 'target_4', 'target_2']",30.775087500000154,30.79047470000114,30.79047470000114,31.788279700000203,,,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
white,0,1,1,0,31.87319010000101,,,,,,,,,,,31.788650000000416,31.87319010000101,0.07504029999836348,31.87319010000101,31.87319010000101,44.24194010000065,"[1.7015052999995532, 2.5017590999996173, 3.316419799999494, 10.42602099999931, 12.464665399998921]","[0.20277777777777778, 0.09833333333333333, 0.042222222222222223, -0.005, 0.09388888888888888]","[-0.008888888888888889, 0.005555555555555556, 0.06111111111111111, 0.2638888888888889, -0.2388888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6307162000011886, 2.430811400001403, 3.245169400001032, 10.354392999999618, 12.393437400000039]","['target_3', 'target_1', 'target_4', 'target_2', 'target_0']",44.242627300000095,44.25003310000102,44.25003310000102,45.24145110000063,45.32861690000027,45.32861690000027,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
white,0,2,2,1,45.32861690000027,,,,,,,,,,,45.242186100000254,45.32861690000027,0.06465779999962251,45.32861690000027,45.32861690000027,53.41775419999976,"[1.8110830999994505, 4.262762799999109, 5.590927199998987, 7.003396799998882, 8.173584699999992]","[-0.011111111111111112, -0.21055555555555555, -0.12611111111111112, 0.16333333333333333, 0.15222222222222223]","[0.013888888888888888, -0.023333333333333334, -0.22444444444444445, -0.02388888888888889, -0.1811111111111111]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.75176829999873, 4.2031542000004265, 5.5312121999995725, 6.943677299999763, 8.113821900000403]","['target_2', 'target_0', 'target_4', 'target_1', 'target_3']",53.418407000001025,53.426219000000856,53.426219000000856,54.423146900000575,,,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
white,1,0,3,1,54.514723300000696,,,,,,,,,,,54.42404230000102,54.514723300000696,0.0739183999994566,54.514723300000696,54.514723300000696,60.51137480000034,"[1.392504800000097, 2.613664799999242, 3.7588423999986844, 4.884526599998935, 6.091457799999262]","[0.23166666666666666, 0.18944444444444444, -0.1411111111111111, -0.20833333333333334, -0.24722222222222223]","[-0.10722222222222222, 0.22, 0.22333333333333333, 0.06055555555555556, -0.16944444444444445]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3236993999998958, 2.5455034999995405, 3.6895793999992748, 4.815565799999604, 6.022258699998929]","['target_4', 'target_2', 'target_1', 'target_0', 'target_3']",60.512004800000796,60.51986420000139,60.51986420000139,61.50603349999983,61.59827430000041,61.59827430000041,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
red,1,1,4,2,61.59827430000041,,,,,,,,,,,61.506752100000085,61.59827430000041,0.06345999999939522,61.59827430000041,61.59827430000041,67.20436130000053,"[1.2023164999991423, 2.2879465999994864, 3.2677239999993617, 4.4791636999998445, 5.690604399998847]","[0.24555555555555555, 0.22611111111111112, 0.026111111111111113, -0.1238888888888889, -0.20444444444444446]","[-0.030555555555555555, 0.16444444444444445, 0.19666666666666666, 0.12444444444444444, -0.09555555555555556]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.144683399999849, 2.229851799998869, 3.2089749999995547, 4.4204484000001685, 5.63201669999944]","['target_3', 'target_0', 'target_4', 'target_1', 'target_2']",67.2050436999998,67.21293230000083,67.21293230000083,68.20530680000047,68.29237450000073,68.29237450000073,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
white,1,2,5,0,68.29237450000073,,,,,,,,,,,68.20601230000102,68.29237450000073,0.06581010000081733,68.29237450000073,68.29237450000073,74.97047170000042,"[1.4978210999997827, 2.4595879999997123, 3.4385191000001214, 4.361436200000753, 6.76387590000013]","[0.02666666666666667, -0.08333333333333333, -0.19722222222222222, -0.165, 0.008333333333333333]","[-0.1111111111111111, -0.10722222222222222, -0.1438888888888889, -0.05611111111111111, 0.03277777777777778]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.4349860999991506, 2.396607700000459, 3.3754336000001786, 4.755517300000065, 6.70065330000034]","['target_3', 'target_1', 'target_0', 'target_4', 'target_2']",74.9711638000008,74.97895810000045,74.97895810000045,75.97060130000136,76.08901770000011,76.08901770000011,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
white,2,0,6,0,76.08901770000011,,,,,,,,,,,75.97123439999996,76.08901770000011,0.08565249999992375,76.08901770000011,76.08901770000011,83.93193200000132,"[1.3951851000001625, 2.6231864000001224, 5.325488899999982, 6.696974200000113, 7.959082699999271]","[0.13333333333333333, 0.225, -0.052222222222222225, -0.08, -0.18444444444444444]","[-0.03777777777777778, -0.03333333333333333, 0.049444444444444444, 0.2477777777777778, -0.12166666666666667]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3156128999999055, 2.543546699998842, 5.245540300000357, 6.617030800000066, 7.879290900000342]","['target_3', 'target_2', 'target_4', 'target_1', 'target_0']",83.93261410000014,83.94116220000069,83.94116220000069,84.93624520000049,,,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
white,2,1,7,1,85.04565619999994,,,,,,,,,,,84.93744590000097,85.04565619999994,0.08509069999854546,85.04565619999994,85.04565619999994,90.88256879999972,"[1.2316571999999724, 2.5393120999997336, 3.74171589999969, 4.877871299999242, 5.948198899999625]","[0.20833333333333334, -0.17777777777777778, 0.1272222222222222, -0.24222222222222223, -0.15888888888888889]","[-0.11666666666666667, -0.034444444444444444, 0.145, 0.13944444444444445, 0.105]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1526450000001205, 2.460229400001481, 3.662490100001378, 4.798492600000827, 5.86905790000128]","['target_1', 'target_2', 'target_3', 'target_0', 'target_4']",90.8832653999998,90.89111070000035,90.89111070000035,91.88381310000113,,,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
red,2,2,8,2,91.97480950000136,,,,,,,,,,,91.88423820000025,91.97480950000136,0.0696576999998797,91.97480950000136,91.97480950000136,97.78426920000129,"[1.2839122999994288, 2.3138096000002406, 3.303150199999436, 4.34633439999925, 5.899457299999995]","[0.017222222222222222, 0.105, 0.08722222222222223, 0.16444444444444445, -0.0077777777777777776]","[-0.16055555555555556, 0.029444444444444443, 0.15055555555555555, 0.20944444444444443, 0.22444444444444445]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2197943000010127, 2.2492756999999983, 3.2387761999998474, 4.28148450000117, 5.834661400000186]","['target_1', 'target_2', 'target_3', 'target_4', 'target_0']",97.78497229999994,97.79299739999988,97.79299739999988,98.78430550000121,98.89327490000142,98.89327490000142,,,25,001,2026-02-06_16h02.12.148,visual_search,2024.1.5,None,2026-02-06 16h02.24.648204 +0530,
