target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,1.5760109000000284,1.5849120999999968,1.5757430999999542,20.463639699999987,-0.019444444444444445,0.08666666666666667,1,0,0,,,,,,,,,,,,,,,,,,,,,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
white,0,0,0,0,20.63149070000003,,,,,,,,,,,20.51902690000003,20.63149070000003,0.1346037999999794,20.63149070000003,20.63149070000003,28.221454600000015,"[1.8005004999999983, 3.0683000999999877, 4.43447359999999, 6.462975400000005, 7.754689100000007]","[-0.0022222222222222222, 0.028888888888888888, 0.056666666666666664, 0.13333333333333333, 0.20166666666666666]","[0.12166666666666667, 0.02277777777777778, -0.17, -0.11777777777777777, -0.22555555555555556]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6731181999999762, 2.9416486999999734, 4.307504100000017, 6.33593860000002, 7.62855780000001]","['target_2', 'target_1', 'target_0', 'target_4', 'target_3']",28.226272800000004,28.247299199999986,28.247299199999986,29.2393778,,,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
red,0,1,1,2,29.337516100000016,,,,,,,,,,,29.239827700000035,29.337516100000016,0.08666679999998905,29.337516100000016,29.337516100000016,35.56070540000002,"[1.7463081999999872, 3.0043041999999787, 4.171944100000019, 5.140019400000028, 6.332541800000001]","[0.07722222222222222, 0.18666666666666668, -0.07555555555555556, -0.16055555555555556, -0.12777777777777777]","[-0.17666666666666667, -0.03833333333333333, -0.08166666666666667, -0.14222222222222222, 0.21944444444444444]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6629806999999914, 2.9205837000000088, 4.087964600000021, 5.0562316000000465, 6.248896200000047]","['target_2', 'target_0', 'target_1', 'target_3', 'target_4']",35.56146030000002,35.57046070000001,35.57046070000001,36.55555530000004,36.652791200000024,36.652791200000024,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
white,0,2,2,1,36.652791200000024,,,,,,,,,,,36.55601690000003,36.652791200000024,0.06552770000001829,36.652791200000024,36.652791200000024,43.2703449,"[1.7197398000000135, 2.9408277, 4.391725000000008, 5.578670100000011, 6.707104300000026]","[0.0077777777777777776, 0.14222222222222222, 0.13944444444444445, -0.03388888888888889, -0.23722222222222222]","[0.20277777777777778, 0.23666666666666666, -0.16333333333333333, -0.22444444444444445, -0.03666666666666667]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6606902999999988, 2.881048000000021, 4.332104500000014, 5.519099100000005, 6.647231299999987]","['target_1', 'target_0', 'target_3', 'target_2', 'target_4']",43.271331299999986,43.28107779999999,43.28107779999999,44.27107190000004,44.374768500000016,44.374768500000016,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
red,1,0,3,2,44.374768500000016,,,,,,,,,,,44.27154970000004,44.374768500000016,0.07201450000002296,44.374768500000016,44.374768500000016,49.7751523,"[1.281888600000002, 2.3980814000000237, 2.9568879000000265, 4.121567200000015, 5.502316800000017]","[-0.095, -0.03222222222222222, 0.0661111111111111, 0.23666666666666666]","[0.125, 0.20166666666666666, 0.21166666666666667, -0.07333333333333333]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.2176125999999954, 2.3330130999999596, 3.2508566999999857, 5.4367249000000015]","['target_1', 'target_4', 'target_0', 'target_3']",49.77577969999999,49.787290600000006,49.787290600000006,50.77164400000004,50.88742669999999,50.88742669999999,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
white,1,1,4,0,50.88742669999999,,,,,,,,,,,50.772384999999986,50.88742669999999,0.07160559999999805,50.88742669999999,50.88742669999999,57.93454780000002,"[1.4380919999999833, 1.8873682000000258, 3.0923660999999925, 6.021228399999984, 7.156991399999981]","[-0.17055555555555554, -0.16055555555555556, -0.06777777777777778, 0.23777777777777778, 0.14555555555555555]","[0.18666666666666668, -0.20555555555555555, -0.057777777777777775, -0.16111111111111112, 0.20166666666666666]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3734739999999874, 2.486992299999997, 3.428221600000029, 5.9561463, 7.091409400000032]","['target_0', 'target_3', 'target_4', 'target_1', 'target_2']",57.93536790000002,57.94663200000002,57.94663200000002,58.935851000000014,59.03156660000002,59.03156660000002,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
white,1,2,5,1,59.03156660000002,,,,,,,,,,,58.936135500000034,59.03156660000002,0.06619079999995847,59.03156660000002,59.03156660000002,70.81361270000002,"[1.3135638999999628, 2.165720799999974, 3.179977000000008, 6.429236899999978, 11.876616099999978]","[-0.08777777777777777, -0.2288888888888889, -0.11444444444444445, 0.19444444444444445, 0.017222222222222222]","[0.22944444444444445, 0.023333333333333334, -0.11944444444444445, -0.16777777777777778, 0.03722222222222222]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2522119000000203, 2.389185800000007, 3.454830300000026, 6.366066900000021, 11.813523000000032]","['target_1', 'target_3', 'target_4', 'target_2', 'target_0']",70.81427200000002,70.8233406,70.8233406,71.81669360000001,,,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
red,2,0,6,2,71.9340823,,,,,,,,,,,71.8170857,71.9340823,0.08234360000000152,71.9340823,71.9340823,77.90650349999999,"[1.4399468000000297, 2.126370100000031, 4.177459100000021, 4.813283000000013, 6.090313100000003]","[0.0811111111111111, 0.21722222222222223, 0.10888888888888888, -0.12555555555555556, -0.22444444444444445]","[0.2222222222222222, 0.19611111111111112, -0.010555555555555556, -0.10333333333333333, 0.09722222222222222]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3649646999999732, 2.3021454999999946, 4.1024057999999854, 5.10352180000001, 6.015241000000003]","['target_0', 'target_1', 'target_2', 'target_3', 'target_4']",77.90750660000003,77.91829640000003,77.91829640000003,78.9156769,,,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
white,2,1,7,1,79.02736090000002,,,,,,,,,,,78.9161757,79.02736090000002,0.08927669999997079,79.02736090000002,79.02736090000002,84.2596557,"[1.1922288000000094, 1.687098600000013, 2.4211362999999437, 3.7757067000000006, 5.350076100000024]","[-0.18722222222222223, -0.23055555555555557, -0.03888888888888889, 0.19944444444444445, 0.195]","[0.1322222222222222, 0.03888888888888889, 0.007222222222222222, 0.235, -0.19277777777777777]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1095154999999863, 1.9312065999999959, 2.7439256000000114, 4.093877700000007, 5.266785499999969]","['target_3', 'target_1', 'target_0', 'target_2', 'target_4']",84.26072900000003,84.27075400000007,84.27075400000007,85.26470169999999,,,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
white,2,2,8,0,85.37599159999996,,,,,,,,,,,85.26512970000005,85.37599159999996,0.08564810000007128,85.37599159999996,85.37599159999996,92.71608670000006,"[2.117067700000007, 3.2574720999999727, 5.057409699999994, 6.7197161999999935, 7.453400600000009]","[0.08055555555555556, -0.20277777777777778, -0.06833333333333333, -0.015]","[0.21833333333333332, 0.06, -0.11777777777777777, -0.07444444444444444]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.0383538999999473, 3.179150800000002, 4.978742499999953, 6.640988600000014]","['target_1', 'target_0', 'target_4', 'target_2']",92.71745849999996,92.7267943,92.7267943,93.71541280000002,93.849133,93.849133,,,33,001,2026-02-07_13h47.10.439,visual_search,2024.1.5,None,2026-02-07 13h47.31.823397 +0530,
