target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.007500700000036886,0.013635000000022046,0.007280199999968318,27.2816378,0.020555555555555556,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
white,0,0,0,0,27.42047300000013,,,,,,,,,,,27.330894700000044,27.42047300000013,0.11382039999989502,27.42047300000013,27.42047300000013,33.863196200000175,"[2.361696400000028, 3.7265248999999585, 4.688534200000049, 5.621985999999879, 6.579502199999979]","[0.2038888888888889, 0.2, 0.06388888888888888, -0.02, -0.08277777777777778]","[0.11277777777777778, -0.13444444444444445, -0.17888888888888888, -0.2361111111111111, -0.18222222222222223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.2544001999999637, 3.619415500000059, 4.58115040000007, 5.514817600000015, 6.472131799999943]","['target_1', 'target_0', 'target_4', 'target_2', 'target_3']",33.86426419999998,33.88209790000019,33.88209790000019,34.87876670000014,,,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
white,0,1,1,1,34.96676060000004,,,,,,,,,,,34.879850700000134,34.96676060000004,0.08072220000008201,34.96676060000004,34.96676060000004,42.47046300000011,"[2.7523853000000145, 4.168984200000068, 5.450659099999939, 6.475734399999965, 7.604962599999908]","[-0.1288888888888889, 0.05444444444444444, -0.1461111111111111, -0.04777777777777778, 0.17666666666666667]","[0.055, -0.023333333333333334, -0.14166666666666666, -0.19166666666666668, -0.16944444444444445]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.674681899999996, 4.091142700000091, 5.372681499999999, 6.397709099999929, 7.509277999999995]","['target_4', 'target_3', 'target_1', 'target_2', 'target_0']",42.471111000000064,42.478556500000195,42.478556500000195,43.47765190000018,,,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
red,0,2,2,2,43.56697870000016,,,,,,,,,,,43.47848080000017,43.56697870000016,0.07343559999981153,43.56697870000016,43.56697870000016,51.871454000000085,"[3.6791728999999123, 4.819355599999881, 5.870978400000013, 7.002523599999904, 8.398416899999802]","[-0.007222222222222222, 0.09888888888888889, 0.23777777777777778, 0.24888888888888888, -0.04777777777777778]","[0.07722222222222222, 0.08333333333333333, 0.07666666666666666, -0.10444444444444445, -0.14944444444444444]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[3.6118102999998882, 4.750930599999947, 5.802441199999976, 6.934386499999846, 8.330133399999795]","['target_1', 'target_0', 'target_4', 'target_3', 'target_2']",51.87214990000007,51.88008120000018,51.88008120000018,52.87580470000012,,,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
white,1,0,3,0,52.968066300000146,,,,,,,,,,,52.87653450000016,52.968066300000146,0.07271169999989979,52.968066300000146,52.968066300000146,61.45454340000015,"[1.5927373999998053, 3.3346934999999576, 6.436711399999922, 7.45712659999981, 8.580403999999817]","[-0.21166666666666667, 0.0011111111111111111, -0.0077777777777777776, 0.021666666666666667, 0.12777777777777777]","[0.17, -0.17222222222222222, 0.07833333333333334, 0.19333333333333333, 0.09666666666666666]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.5253043000000162, 3.267074399999956, 6.368831199999931, 7.389565700000048, 8.512989699999935]","['target_3', 'target_2', 'target_1', 'target_0', 'target_4']",61.4552056,61.46352980000006,61.46352980000006,62.4582597000001,,,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
red,1,1,4,2,62.548291199999994,,,,,,,,,,,62.45920150000006,62.548291199999994,0.07134659999996984,62.548291199999994,62.548291199999994,69.22883710000019,"[1.9018306999998913, 3.1488804999999047, 4.336727800000062, 5.492643000000044, 6.772077999999965]","[0.12611111111111112, 0.06111111111111111, 0.1922222222222222, 0.0005555555555555556, -0.20666666666666667]","[0.07611111111111112, -0.05277777777777778, -0.19055555555555556, -0.18722222222222223, -0.11222222222222222]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.8354177999999592, 3.082299400000011, 4.270083000000113, 5.425940999999966, 6.705309599999964]","['target_1', 'target_4', 'target_3', 'target_2', 'target_0']",69.22948350000001,69.23737340000002,69.23737340000002,70.22449600000004,70.31118890000016,70.31118890000016,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
white,1,2,5,1,70.31118890000016,,,,,,,,,,,70.22530460000007,70.31118890000016,0.0582213000000138,70.31118890000016,70.31118890000016,77.87975520000009,"[1.658288999999968, 3.1663931000000503, 5.131660499999953, 6.614413000000013, 7.6487913000000844]","[-0.23722222222222222, 0.09833333333333333, -0.18888888888888888, -0.017222222222222222, 0.17833333333333334]","[0.10388888888888889, 0.18722222222222223, -0.2061111111111111, -0.1, -0.2338888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.603103999999803, 3.1110678000000007, 5.076003199999832, 6.558834100000013, 7.593107999999802]","['target_2', 'target_1', 'target_4', 'target_3', 'target_0']",77.88039000000003,77.88780500000007,77.88780500000007,78.87301060000004,78.97133700000018,78.97133700000018,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
white,2,0,6,1,78.97133700000018,,,,,,,,,,,78.87364739999998,78.97133700000018,0.06596379999996316,78.97133700000018,78.97133700000018,86.30881620000014,"[1.7591046999998525, 2.8440266000000065, 3.1431848999998238, 4.922065900000007, 7.426842500000021]","[-0.07777777777777778, 0.06277777777777778, 0.13722222222222222, 0.23833333333333334, 0.03]","[0.14, 0.055, 0.11666666666666667, 0.12333333333333334, -0.15611111111111112]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.698434799999859, 2.7830916999998863, 3.7761392999998407, 4.861293700000033, 7.365704099999903]","['target_2', 'target_3', 'target_4', 'target_1', 'target_0']",86.30948390000003,86.31776439999999,86.31776439999999,87.30499480000003,87.41869070000007,87.41869070000007,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
white,2,1,7,0,87.41869070000007,,,,,,,,,,,87.30554150000012,87.41869070000007,0.07574109999995926,87.41869070000007,87.41869070000007,93.44829170000003,"[1.6630296000000726, 2.750926599999957, 3.170058299999937, 5.05527219999999, 6.137106299999914]","[-0.1272222222222222, -0.08444444444444445, -0.18, 0.245, 0.13777777777777778]","[0.08611111111111111, -0.08944444444444444, -0.20666666666666667, -0.011666666666666667, 0.12111111111111111]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.594919000000118, 2.683494699999983, 3.6131592000001547, 4.986642400000164, 6.068682400000171]","['target_4', 'target_1', 'target_2', 'target_3', 'target_0']",93.44894340000019,93.456997,93.456997,94.45421780000015,,,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
red,2,2,8,2,94.56020000000012,,,,,,,,,,,94.45507090000001,94.56020000000012,0.08458070000006046,94.56020000000012,94.56020000000012,99.70340759999999,"[1.1252234000000954, 2.1944299000001593, 3.2299729000001207, 4.312819700000091, 5.252807700000176]","[-0.10111111111111111, -0.04111111111111111, -0.010555555555555556, 0.08777777777777777, 0.14888888888888888]","[0.05333333333333334, -0.016666666666666666, 0.18, 0.10777777777777778, 0.23555555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.0461285999999745, 2.115104499999916, 3.1503989999998794, 4.233228899999858, 5.173248199999989]","['target_1', 'target_3', 'target_2', 'target_4', 'target_0']",99.70406650000018,99.71199120000006,99.71199120000006,100.70443610000007,100.80074780000018,100.80074780000018,,,24,001,2026-02-06_13h51.11.393,visual_search,2024.1.5,None,2026-02-06 13h51.34.397306 +0530,
