participant_id,condition,modality,trial_type,is_target_trial,RT_ms,hit,false_alarm,n_clicks,inter_click_ms,trial_duration_ms,source_file,Level,PlayerID,Timestamp,GameMode,final_score,Completed,success_rate,hit_rate,false_alarms,avg_inter_target_ms,"HitPositions(x,y)",failed_levels
30,Multiple,Lab,white,False,1394.0414999997301,,0.0,5.0,1188.473775000034,6153.375200000028,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,white,False,1500.844700000016,,0.0,5.0,1050.958049999963,5706.394600000294,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,red,True,1158.9248000000225,1.0,0.0,5.0,868.004150000047,4641.179499999907,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,white,False,1261.2902000000759,,0.0,5.0,1010.8936499999572,5305.723400000261,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,white,False,1351.0401000003185,,0.0,5.0,1035.5500499999835,5501.34990000015,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,white,False,1936.3674000001083,,0.0,5.0,1050.9810999999445,6145.7955999999285,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,red,True,1399.800299999697,0.8,0.0,4.0,733.53222500009,4339.146599999822,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,white,False,1262.3201000001245,,0.0,5.0,1056.878475000076,5498.97749999991,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,red,True,1321.5950999997403,1.0,0.0,5.0,912.3425500000621,4974.146499999733,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
30,Multiple,Lab,white,False,2118.1752000002234,,0.0,5.0,1407.8309249999847,7750.678600000356,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
