PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
Player_2,2026-02-06T19:27:00.617262,multipleTargets,1,60,true,100.00,100.00,0,11918,552,"(163.56,290.45);(60.58,397.40);(94.13,511.73);(247.44,442.65);(268.11,497.52);(185.81,582.35)"
Player_2,2026-02-06T19:27:26.490010,multipleTargets,2,140,true,100.00,100.00,0,1584,415,"(32.18,85.32);(76.49,143.56);(134.34,317.70);(42.84,373.56);(33.15,466.35);(189.28,414.06);(247.50,470.60);(210.18,513.91)"
Player_2,2026-02-06T19:27:39.265393,multipleTargets,3,220,true,100.00,100.00,0,3022,518,"(141.43,36.14);(69.19,98.58);(130.24,233.14);(218.28,264.84);(164.59,403.54);(206.16,403.93);(178.59,453.39);(38.70,557.47)"
Player_2,2026-02-06T19:28:18.207407,multipleTargets,4,295,false,90.91,80.00,1,3081,3147,"(8.04,72.79);(70.96,175.25);(35.35,344.59);(42.80,291.77);(68.67,323.69);(22.14,265.27);(62.87,239.53);(137.99,430.43)"
Player_2,2026-02-06T19:28:46.266485,multipleTargets,4,100,true,100.00,100.00,0,1956,1919,"(50.83,94.47);(156.32,32.22);(223.22,106.68);(233.11,484.64);(292.65,617.34);(285.47,518.96);(284.03,494.17);(204.74,378.65);(84.03,192.28);(23.93,100.78)"
Player_2,2026-02-06T19:29:09.411058,multipleTargets,5,190,true,100.00,100.00,0,2186,1387,"(8.23,114.75);(90.38,178.05);(246.10,235.13);(205.29,107.00);(277.36,64.92);(23.73,524.63);(16.52,489.95);(167.31,469.42);(315.43,581.70)"
Player_2,2026-02-06T19:29:34.009203,multipleTargets,6,290,true,100.00,100.00,0,1864,1430,"(119.44,174.17);(209.33,200.66);(6.04,5.73);(33.38,191.41);(54.02,96.28);(238.78,8.31);(248.93,174.58);(275.26,7.62);(106.08,239.31);(78.29,538.30)"
Player_2,2026-02-06T19:30:01.320290,multipleTargets,7,410,true,100.00,100.00,0,1684,1457,"(70.58,129.25);(149.84,28.93);(238.66,0.23);(74.73,246.03);(74.01,315.69);(114.16,308.91);(2.77,445.33);(65.12,453.88);(197.51,308.71);(163.25,278.17);(309.90,23.84);(70.28,527.88)"
Player_2,2026-02-06T19:30:23.865418,multipleTargets,8,505,true,90.91,100.00,1,1982,1661,"(130.04,251.25);(109.82,243.12);(153.93,213.08);(296.34,247.09);(137.27,58.00);(179.80,74.41);(1.68,409.57);(149.52,443.14);(184.43,454.33);(88.01,309.34)"
Player_2,2026-02-06T19:30:50.729610,multipleTargets,9,625,true,100.00,100.00,0,1696,1588,"(7.65,38.14);(13.42,108.45);(95.17,185.40);(53.71,443.97);(40.76,275.87);(11.05,483.69);(56.72,215.09);(267.57,219.98);(247.03,278.94);(105.43,240.13);(81.97,186.23);(214.68,457.13)"
Player_2,2026-02-06T19:31:20.249939,multipleTargets,10,700,false,93.33,57.14,1,2744,3101,"(97.55,74.23);(50.68,104.05);(54.14,396.75);(166.55,224.30);(217.06,308.29);(316.88,255.98);(64.68,190.70);(262.86,156.13)"
Player_2,2026-02-06T19:31:52.899125,multipleTargets,10,25,false,93.33,21.43,1,3728,1301,"(183.04,402.70);(239.46,354.56);(292.77,275.81)"
