PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
Player_2,2026-02-07T19:19:48.777842,multipleTargets,1,60,true,100.00,100.00,0,1625,560,"(215.78,265.16);(186.49,310.50);(188.62,90.40);(74.90,475.65);(99.06,593.46);(218.95,514.64)"
Player_2,2026-02-07T19:20:09.194172,multipleTargets,2,140,true,100.00,100.00,0,1316,400,"(193.41,162.43);(166.63,236.73);(251.00,35.58);(81.36,266.52);(111.73,314.26);(261.38,380.72);(51.27,501.22);(123.43,591.74)"
Player_2,2026-02-07T19:20:30.859964,multipleTargets,3,220,true,100.00,100.00,0,1571,630,"(154.38,168.96);(157.90,351.07);(61.89,335.58);(191.72,449.14);(217.26,582.05);(89.80,580.11);(35.77,478.97);(77.69,520.46)"
Player_2,2026-02-07T19:21:01.742406,multipleTargets,4,320,true,100.00,100.00,0,2432,2017,"(83.71,119.13);(137.87,252.06);(309.52,455.97);(307.74,439.83);(259.85,305.63);(282.26,273.98);(293.21,117.25);(39.09,297.28);(86.84,29.08);(265.69,516.40)"
Player_2,2026-02-07T19:21:31.681146,multipleTargets,5,410,true,100.00,100.00,0,2047,1924,"(247.23,165.16);(197.90,318.45);(154.21,156.19);(195.35,178.60);(139.57,166.30);(256.86,47.78);(32.19,90.63);(130.16,355.10);(167.55,606.29)"
Player_2,2026-02-07T19:21:58.628432,multipleTargets,6,510,true,100.00,100.00,0,1674,1052,"(260.23,322.49);(208.61,496.17);(258.41,508.08);(237.81,424.43);(216.33,389.38);(163.50,81.82);(120.50,80.28);(109.41,444.17);(48.80,428.48);(250.77,168.36)"
Player_2,2026-02-07T19:22:32.925369,multipleTargets,7,625,true,92.31,100.00,1,1370,2053,"(184.56,117.85);(100.11,169.15);(167.73,174.17);(223.30,23.45);(270.54,174.67);(32.27,353.93);(4.53,480.29);(23.24,602.69);(152.46,578.52);(88.03,132.25);(239.33,62.00);(145.48,71.80)"
Player_2,2026-02-07T19:22:57.758462,multipleTargets,8,725,true,100.00,100.00,0,1746,913,"(176.40,118.13);(47.40,116.93);(78.31,315.97);(50.10,171.25);(46.50,354.10);(70.93,574.95);(323.61,617.77);(117.05,163.90);(292.82,355.78);(228.64,36.08)"
Player_2,2026-02-07T19:23:21.145495,multipleTargets,9,845,true,100.00,100.00,0,1449,1033,"(198.18,145.15);(250.23,205.72);(185.12,352.84);(10.80,376.47);(83.29,420.67);(174.22,470.29);(187.98,506.95);(277.68,611.45);(171.73,615.92);(193.18,529.27);(128.27,484.94);(41.63,117.43)"
Player_2,2026-02-07T19:24:03.889548,multipleTargets,10,950,false,93.33,78.57,1,2438,2020,"(233.26,245.65);(100.35,379.18);(64.28,505.06);(215.02,581.20);(240.79,511.72);(156.35,576.84);(299.96,554.05);(133.41,423.12);(277.17,223.52);(43.37,236.57);(76.96,612.03)"
Player_2,2026-02-07T19:24:44.128654,multipleTargets,10,140,true,100.00,100.00,0,1452,1639,"(51.39,222.25);(177.13,293.91);(122.30,324.17);(93.13,451.28);(39.80,539.71);(205.28,570.24);(253.62,521.75);(18.34,78.57);(139.73,202.11);(17.36,281.42);(42.34,322.57);(149.72,376.78);(316.42,309.86);(271.22,94.87)"
