PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
Player_3,2026-02-07T19:10:18.106203,multipleTargets,1,60,true,100.00,100.00,0,2677,529,"(124.36,263.60);(186.71,110.02);(149.67,34.92);(67.36,403.60);(156.55,461.50);(81.91,596.78)"
Player_3,2026-02-07T19:10:45.824557,multipleTargets,2,140,true,100.00,100.00,0,1233,431,"(212.36,291.97);(221.71,326.29);(117.80,406.50);(206.68,537.93);(182.27,166.02);(90.62,246.82);(202.88,51.87);(32.76,78.23)"
Player_3,2026-02-07T19:11:17.682238,multipleTargets,3,220,true,100.00,100.00,0,1550,1526,"(207.96,242.23);(132.56,252.14);(287.74,333.93);(148.95,423.29);(266.72,430.16);(117.95,149.78);(240.82,103.38);(166.16,272.05)"
Player_3,2026-02-07T19:11:40.765062,multipleTargets,4,320,true,100.00,100.00,0,2195,762,"(69.92,333.23);(99.48,270.20);(28.42,145.26);(268.26,411.00);(239.64,383.04);(256.01,339.10);(249.12,421.59);(205.60,500.24);(6.79,492.84);(32.43,201.58)"
Player_3,2026-02-07T19:12:06.929774,multipleTargets,5,410,true,100.00,100.00,0,1343,754,"(212.25,270.19);(177.27,305.01);(143.67,158.05);(101.09,127.52);(171.65,7.40);(80.51,8.81);(255.99,542.39);(302.75,606.64);(310.23,88.45)"
Player_3,2026-02-07T19:12:30.617039,multipleTargets,6,510,true,100.00,100.00,0,1127,761,"(153.68,145.87);(216.96,362.25);(199.68,296.11);(77.26,327.24);(27.83,403.56);(206.47,295.69);(258.32,146.68);(44.66,111.36);(271.83,278.98);(240.42,413.65)"
Player_3,2026-02-07T19:13:01.717980,multipleTargets,7,630,true,100.00,100.00,0,1341,1222,"(122.75,152.63);(228.21,197.63);(267.70,246.44);(189.76,291.61);(129.58,344.45);(184.75,352.00);(73.74,571.97);(253.04,430.11);(225.78,543.47);(117.22,392.43);(304.26,145.03);(293.93,468.84)"
Player_3,2026-02-07T19:13:22.527726,multipleTargets,8,730,true,100.00,100.00,0,1584,1068,"(157.80,212.09);(182.44,128.55);(252.26,290.12);(27.26,286.42);(57.44,92.37);(169.33,6.36);(93.43,73.44);(33.32,101.73);(207.38,383.42);(77.50,580.46)"
Player_3,2026-02-07T19:13:46.632666,multipleTargets,9,845,true,92.31,100.00,1,1159,995,"(214.66,190.38);(185.59,5.94);(101.53,47.99);(35.17,128.23);(111.73,276.33);(105.49,282.34);(59.52,193.36);(267.76,23.67);(136.75,436.85);(189.27,406.18);(316.64,448.61);(207.34,158.82)"
Player_3,2026-02-07T19:14:21.099925,multipleTargets,10,955,false,100.00,78.57,0,2347,1822,"(272.87,17.81);(7.04,278.24);(214.70,222.33);(176.02,332.85);(200.17,9.49);(234.98,44.68);(146.62,429.31);(112.15,435.16);(239.16,272.17);(290.50,145.08);(281.63,198.15)"
Player_3,2026-02-07T19:15:02.160832,multipleTargets,10,135,true,93.33,100.00,1,2058,1409,"(151.89,190.06);(151.57,251.27);(60.88,42.80);(73.80,285.33);(164.14,279.00);(278.55,367.47);(65.10,517.79);(54.45,450.86);(99.13,623.51);(282.74,90.25);(305.62,119.45);(188.91,466.48);(155.62,350.21);(193.35,552.84)"
Player_3,2026-02-07T19:15:39.064731,multipleTargets,11,240,false,82.35,85.71,3,1377,2034,"(74.95,258.11);(139.77,102.23);(162.23,191.57);(9.06,129.52);(12.30,66.88);(178.58,16.41);(15.63,248.60);(183.92,65.76);(185.22,129.22);(133.88,102.55);(188.82,147.17);(128.65,319.41)"
Player_3,2026-02-07T19:16:05.773535,multipleTargets,11,130,true,87.50,100.00,2,1556,1428,"(144.38,180.75);(175.34,45.00);(196.20,71.23);(320.63,52.37);(232.69,192.40);(165.42,159.80);(163.28,142.17);(144.53,72.66);(135.85,307.75);(58.65,382.02);(204.45,578.12);(200.13,327.87);(321.97,38.37);(207.32,18.08)"
