target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,30.510174600000028,0.0629017999999632,30.57992580000064,30.57992580000064,32.17481950000001,[0.18944444444444444],[-0.08388888888888889],[1.6135176999996474]
red,33.181185400000686,0.0559553999992203,33.250012600001355,33.250012600001355,35.12060520000159,[-0.020555555555555556],[0.19833333333333333],[1.887859300000855]
white,36.13145930000246,0.0630544000014197,36.20231870000134,36.20231870000134,37.93067270000029,[-0.23444444444444446],[-0.009444444444444445],[1.7460783999995328]
white,38.929456100002426,0.0442320999973162,38.99302330000137,38.99302330000137,40.119998100002704,[0.14777777777777779],[0.12111111111111111],[1.1439540999999736]
red,41.12901620000048,0.0655504999995173,41.20557010000266,41.20557010000266,42.65325550000125,[-0.14833333333333334],[-0.13055555555555556],[1.4664333000000624]
white,43.66328890000296,0.0627644000014697,43.73486970000158,43.73486970000158,45.91693950000263,[0.15666666666666668],[0.065],[2.199846899999102]
red,46.92846190000273,0.0629981999991287,46.99940580000112,46.99940580000112,48.5514914000014,[0.19666666666666666],[0.1988888888888889],[1.570393599999079]
white,49.56239300000016,0.0605911999991803,49.6311867000004,49.6311867000004,51.18385750000016,[-0.05388888888888889],[-0.11388888888888889],[1.5708950000007462]
white,52.17895219999991,0.0434927999995125,52.24708310000278,52.24708310000278,53.67543810000279,[0.06],[0.18722222222222223],[1.4471610999971745]
red,54.678084499999386,0.0537406000003102,54.74876580000273,54.74876580000273,55.79164650000166,[-0.12222222222222222],[0.18555555555555556],[1.060898300002009]
white,56.79430910000156,0.0528601000005437,56.86416960000133,56.86416960000133,58.248710500000016,[0.06444444444444444],[-0.07333333333333333],[1.4026129000012588]
white,59.26064010000118,0.0616515000001527,59.32867950000218,59.32867950000218,60.630193700002565,[0.08166666666666667],[0.18944444444444444],[1.318888000001607]
red,61.6281510000008,0.0485159000018029,61.69746850000229,61.69746850000229,63.0131031000019,[0.2238888888888889],[-0.08388888888888889],[1.3333700000002864]
white,64.02649130000282,0.0633307999996759,64.0957006000026,64.0957006000026,65.44487600000139,[-0.05722222222222222],[-0.12611111111111112],[1.3673665999995137]
white,66.44338650000282,0.0472878999971726,66.51077050000094,66.51077050000094,67.75871740000002,[-0.07555555555555556],[0.1511111111111111],[1.265601400002197]
,,,,,,,,
