target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,3.100474200000008,0.1755137000000104,3.122153700000013,3.122153700000013,4.697211599999946,[-0.1288888888888889],[-0.10388888888888889],[1.5952063999999382]
red,5.760676099999955,0.0625363000000334,5.779646500000013,5.779646500000013,7.811009899999931,[-0.10777777777777778],[-0.18833333333333332],[2.0493465000000697]
white,8.880775499999913,0.0694837999999435,8.898378099999945,8.898378099999945,10.0939396,[-0.10611111111111111],[0.11166666666666666],[1.2118295000000217]
white,11.172919099999945,0.0785678000000871,11.199819599999955,11.199819599999955,12.394609399999922,[-0.18333333333333332],[0.04555555555555556],[1.2205835999999408]
red,13.458456699999942,0.0635439999999789,13.476084799999969,13.476084799999969,14.612003200000004,[0.18555555555555556],[-0.08],[1.151955799999996]
white,15.689923199999953,0.0770215999999663,15.7095276,15.7095276,17.06247369999994,[0.21222222222222223],[-0.049444444444444444],[1.371493800000053]
white,18.155510299999943,0.0926943000000619,18.180637899999965,18.180637899999965,19.63107059999993,[-0.03111111111111111],[-0.06222222222222222],[1.4743415000000368]
red,20.698726999999963,0.0672839999999723,20.71864629999993,20.71864629999993,21.797810400000003,[0.2011111111111111],[-0.10333333333333333],[1.0980438999999933]
white,22.888281299999903,0.0901542999999946,22.909220199999936,22.909220199999936,24.06535559999997,[0.10111111111111111],[-0.21944444444444444],[1.175803999999971]
red,25.145038099999965,0.0792864999999665,25.17329869999992,25.17329869999992,26.048832099999917,[0.21444444444444444],[-0.21222222222222223],[0.9025376000000733]
white,27.142201,0.0925363999999717,27.17222670000001,27.17222670000001,28.3829379,[0.07722222222222222],[0.16111111111111112],[1.2387198999999782]
white,29.456243299999983,0.0729968000000553,29.4750904,29.4750904,31.382466999999902,[-0.15833333333333333],[0.1461111111111111],[1.9252501999999367]
white,32.46013749999997,0.0774026999999932,32.48016329999996,32.48016329999996,34.00146819999998,[-0.16833333333333333],[-0.06833333333333333],[1.5401438000000098]
white,35.072956999999974,0.0710599000000229,35.09981559999994,35.09981559999994,36.10089419999997,[-0.058333333333333334],[-0.11222222222222222],[1.0266312999999627]
red,37.19470439999998,0.0934172999999418,37.22171709999998,37.22171709999998,38.28590959999997,[0.007222222222222222],[0.175],[1.0901738000000023]
,,,,,,,,
