target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
red,16.582519099999445,0.0517001999996864,16.595216400000027,16.595216400000027,19.212353599999915,[-0.135],[0.09],[2.628650800000287]
white,20.269587699999647,0.0569310000000768,20.284660899999835,20.284660899999835,21.862275899999982,[-0.18333333333333332],[0.16444444444444445],[1.5916637999998784]
white,22.91800259999945,0.0555099000002883,22.929591699999943,22.929591699999943,24.646170699999857,[0.01888888888888889],[-0.09666666666666666],[1.7272648999996818]
white,25.713460299999497,0.0670727999995506,25.72869659999924,25.72869659999924,27.10005699999965,[-0.03166666666666667],[-0.15333333333333332],[1.38530769999943]
white,28.1468376999992,0.0463185999997222,28.158672999999908,28.158672999999908,29.5337514999992,[-0.13277777777777777],[-0.13555555555555557],[1.3860214000005726]
red,30.593145599999843,0.0589454000000841,30.60719649999919,30.60719649999919,32.18251479999981,[-0.07388888888888889],[0.24222222222222223],[1.588337799999863]
red,33.21956729999965,0.0368236000003889,33.23163989999921,33.23163989999921,34.316459899999245,[0.024444444444444446],[0.21611111111111111],[1.0961889000000156]
white,35.3563596999993,0.0396093999997901,35.368098899999495,35.368098899999495,36.68392769999991,[-0.205],[0.20166666666666666],[1.32670490000055]
white,37.73091309999927,0.0467597999995632,37.74280980000003,37.74280980000003,39.3685803999997,[0.17666666666666667],[-0.06944444444444445],[1.6365849000003436]
red,40.42571119999957,0.05688310000005,40.438737099999344,40.438737099999344,41.60220069999923,[-0.11833333333333333],[0.12],[1.1755370000000767]
white,42.65158840000004,0.0491900999995778,42.66243339999983,42.66243339999983,43.7883554,[0.0811111111111111],[-0.042222222222222223],[1.1358372999993662]
white,44.83946789999936,0.0508229999995819,44.85131060000003,44.85131060000003,46.08727259999978,[-0.10222222222222223],[0.041666666666666664],[1.2468189000001075]
white,47.12348989999919,0.0359692000001814,47.1356452,47.1356452,48.40603589999955,[0.021666666666666667],[0.22333333333333333],[1.2815300000002026]
white,49.45564419999937,0.0493078999998033,49.46719679999933,49.46719679999933,50.62346569999954,[-0.13833333333333334],[0.115],[1.166939700000512]
red,51.66434509999999,0.0406376999999338,51.68001469999945,51.68001469999945,52.74166679999962,[-0.09],[-0.03944444444444444],[1.076217099999667]
,,,,,,,,
