target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,5.350809400000799,0.1028079000006982,5.424061300000176,5.424061300000176,7.031859099999565,[0.14944444444444444],[0.26055555555555554],[1.6216268000007403]
red,8.038404299999456,0.0492188999996869,8.103609699999652,8.103609699999652,9.062850199999955,[0.22111111111111112],[0.20222222222222222],[0.9786853000005067]
white,10.0707225999995,0.0386270999988482,10.116669000000911,10.116669000000911,11.56827019999946,[-0.13333333333333333],[-0.09444444444444444],[1.4654468999997334]
red,12.57115039999917,0.0468209000009665,12.63410379999914,12.63410379999914,13.55477029999929,[0.03166666666666667],[-0.1361111111111111],[0.9384511999996903]
white,14.559592899999188,0.0559613999994326,14.63119259999985,14.63119259999985,15.986499399999955,[0.1738888888888889],[0.06166666666666667],[1.374068900000566]
white,16.992852699999276,0.0579139000001305,17.062433400000373,17.062433400000373,18.060830300000816,[-0.027777777777777776],[0.017222222222222222],[1.015136199999688]
red,19.059743199999502,0.0505128999993758,19.131786199999624,19.131786199999624,20.28146039999956,[0.08388888888888889],[0.008333333333333333],[1.1688482000008662]
white,21.28163700000005,0.0512582999999722,21.353932100000748,21.353932100000748,22.66971569999987,[-0.15722222222222224],[0.20277777777777778],[1.335963300000003]
white,23.670180999999506,0.0495742000002792,23.740408600000592,23.740408600000592,25.00286129999949,[-0.07777777777777778],[-0.12777777777777777],[1.2826650000006339]
white,26.00298769999972,0.0480556000002252,26.07370649999939,26.07370649999939,27.17698829999972,[-0.06277777777777778],[0.14],[1.1246895999993285]
white,28.179817599999296,0.0569278000002668,28.251564100000905,28.251564100000905,29.29968159999953,[0.1461111111111111],[-0.2127777777777778],[1.0646844000002602]
red,30.30175190000045,0.0509987000004912,30.371155799999546,30.371155799999546,31.34436319999986,[-0.015],[0.03611111111111111],[0.9924308999998175]
red,32.34593800000039,0.0513902000002417,32.41622429999916,32.41622429999916,33.344807800000126,[0.005555555555555556],[-0.07555555555555556],[0.9478830999996717]
white,34.34689480000088,0.0453756000006251,34.40819449999981,34.40819449999981,35.63162399999965,[-0.058888888888888886],[-0.2088888888888889],[1.24023280000074]
white,36.63430410000001,0.0514683000001241,36.70312100000047,36.70312100000047,37.5405922000009,[-0.08333333333333333],[-0.20722222222222222],[0.85615289999987]
,,,,,,,,
