target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,3.78808890000073,0.1182637000019894,3.91998859999876,3.91998859999876,6.549812100005511,[0.06666666666666667],[-0.09333333333333334],[2.661611700001231]
red,7.561576400003105,0.0950274999995599,7.679617000001599,7.679617000001599,9.124778900004458,[0.18388888888888888],[-0.013333333333333334],[1.4777587999997195]
white,10.128578700001526,0.1188567000062903,10.285070199999607,10.285070199999607,11.700769200004288,[0.23055555555555557],[-0.095],[1.455418199999258]
red,12.710986199999752,0.0984304000012343,12.830399000005857,12.830399000005857,13.874210800000585,[-0.06444444444444444],[-0.06055555555555556],[1.073458999999275]
white,14.877977600001032,0.0865110000013373,14.993318600005296,14.993318600005296,16.445984900004987,[0.07333333333333333],[-0.04833333333333333],[1.4831892000001972]
white,17.46042960000341,0.0955829000013182,17.574123999998847,17.574123999998847,19.29095729999972,[-0.017777777777777778],[0.09666666666666666],[1.7474118000027374]
white,20.29337980000128,0.0875214000043342,20.41230720000021,20.41230720000021,22.89114430000336,[0.17833333333333334],[-0.11444444444444445],[2.5111178000006475]
white,23.908910099999048,0.1095525000055204,24.027937999999267,24.027937999999267,25.250361300000804,[-0.075],[0.09777777777777778],[1.2480512000038289]
red,26.2590440999993,0.1180075000011129,26.41982840000128,26.41982840000128,27.610243800001623,[0.1511111111111111],[0.215],[1.240300000004936]
white,28.625342800005456,0.1020217000041157,28.755882700002985,28.755882700002985,30.44196340000053,[-0.1288888888888889],[-0.20444444444444446],[1.7281326000011177]
white,31.458225200003653,0.103591500002949,31.582427900000766,31.582427900000766,32.79934350000258,[-0.085],[-0.22777777777777777],[1.2519714000009117]
red,33.807727600004,0.0944200000012642,33.92815960000007,33.92815960000007,36.02296810000553,[0.17277777777777778],[0.08944444444444444],[2.1265445000026375]
white,37.0405236000006,0.1020456000042031,37.1567703000037,37.1567703000037,38.5752408000044,[0.21055555555555555],[0.05388888888888889],[1.4486308000050485]
white,39.590049099999305,0.0986081000010017,39.70955690000119,39.70955690000119,41.06470410000475,[-0.15333333333333332],[-0.21166666666666667],[1.3892369000022882]
red,42.074043400003575,0.0920581999962451,42.190996000004816,42.190996000004816,43.3468714000046,[0.018333333333333333],[0.14166666666666666],[1.188502700002573]
,,,,,,,,
