target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,3.2300584000004164,0.1172982000007323,3.349869399999079,3.349869399999079,5.781093600000531,[0.07388888888888889],[0.1622222222222222],[2.4624406000002637]
white,6.785924100000557,0.075545300000158,6.884996200000387,6.884996200000387,8.574915099999998,[-0.17277777777777778],[0.09166666666666666],[1.7139697999991768]
red,9.579043399999136,0.0773019999996904,9.677796699999815,9.677796699999815,12.378628099999332,[0.245],[-0.03611111111111111],[2.72485769999912]
white,13.39100419999886,0.086482500000784,13.492676399999254,13.492676399999254,15.26794390000032,[-0.06944444444444445],[-0.17444444444444446],[1.8012343999998848]
white,16.27373559999978,0.0793348000006517,16.37562380000054,16.37562380000054,17.48945889999959,[-0.07888888888888888],[-0.11944444444444445],[1.1405976000005467]
red,18.50113509999937,0.0852514999987761,18.60368799999924,18.60368799999924,20.781247200000507,[-0.19277777777777777],[0.19111111111111112],[2.204924599998776]
red,21.784185599999542,0.075087799999892,21.885146799999347,21.885146799999347,23.34128950000013,[0.16722222222222222],[0.02277777777777778],[1.4834528999999748]
white,24.34324790000028,0.077882599998702,24.44744709999941,24.44744709999941,26.3145743999994,[0.035555555555555556],[-0.235],[1.8937662999996974]
white,27.31608349999988,0.0822628000005352,27.424096499999,27.424096499999,29.70037550000052,[0.20833333333333334],[-0.11055555555555556],[2.30195200000162]
white,30.710154099999272,0.0821808999990025,30.81045809999887,30.81045809999887,32.29696419999891,[-0.165],[0.21722222222222223],[1.512778399999661]
white,33.30400539999937,0.0789482000000134,33.40368209999906,33.40368209999906,35.04640979999931,[-0.21333333333333335],[-0.03333333333333333],[1.6687402999996266]
red,36.05348479999884,0.0808980000001611,36.15677229999892,36.15677229999892,37.48828969999886,[-0.11777777777777777],[-0.01888888888888889],[1.3593079000002035]
white,38.49200790000032,0.0757708000001002,38.59186369999952,38.59186369999952,39.97475949999898,[0.19555555555555557],[-0.16666666666666666],[1.4091053000011016]
red,40.98598579999998,0.0879339000002801,41.09034739999879,41.09034739999879,42.35502749999978,[0.05722222222222222],[0.2311111111111111],[1.2908380000008037]
white,43.357787499999176,0.0768938000001071,43.4603817999996,43.4603817999996,44.90142539999943,[0.08888888888888889],[0.085],[1.468020800000886]
,,,,,,,,
