target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
red,7.877694600000041,0.1087348000000929,7.891544999999951,7.891544999999951,9.637823499999968,[0.23666666666666666],[0.0044444444444444444],[1.7589873999997963]
white,10.6904391999999,0.0523339000001215,10.70219320000001,10.70219320000001,13.185670299999856,[0.09444444444444444],[0.135],[2.4941069000001335]
white,14.240076799999995,0.0540475000000242,14.25731010000004,14.25731010000004,15.570878499999935,[0.15722222222222224],[0.010555555555555556],[1.3288815999999315]
white,16.63032219999991,0.0592030999998769,16.643577299999833,16.643577299999833,18.07141899999988,[0.1322222222222222],[-0.04777777777777778],[1.440202999999883]
red,19.135286499999893,0.0636424000001625,19.147639600000048,19.147639600000048,20.407385199999908,[-0.08333333333333333],[-0.07],[1.270981699999993]
white,21.47072479999997,0.0630811000000903,21.483154600000034,21.483154600000034,22.892352800000022,[0.18166666666666667],[0.15833333333333333],[1.4202788000000055]
red,23.959549499999863,0.0668104999999741,23.97519309999984,23.97519309999984,25.19210720000001,[-0.03833333333333333],[0.2238888888888889],[1.2317724999998063]
white,26.258972099999937,0.0666213000001789,26.27228429999991,26.27228429999991,27.67373369999996,[0.18611111111111112],[0.04055555555555555],[1.4139290000000528]
white,28.727202799999983,0.0532347000000754,28.74078439999994,28.74078439999994,30.310996899999964,[0.10388888888888889],[0.027777777777777776],[1.5828758000000107]
white,31.364788299999876,0.0535757000000103,31.37881440000001,31.37881440000001,32.57798490000005,[0.19777777777777777],[0.06333333333333334],[1.211871500000143]
red,33.625508899999886,0.0471297999999933,33.63741600000003,33.63741600000003,34.89726079999991,[0.14055555555555554],[0.2338888888888889],[1.2707233999999517]
white,35.95988699999998,0.0623912999999447,35.97256049999987,35.97256049999987,38.16284199999996,[0.12611111111111112],[0.07166666666666667],[2.200963399999864]
white,39.21790069999997,0.0547053000000232,39.23145520000003,39.23145520000003,40.6477562,[0.12],[-0.018333333333333333],[1.4284585000000334]
red,41.69796309999992,0.0499127000000498,41.71017439999992,41.71017439999992,42.962207199999966,[0.10166666666666667],[-0.16444444444444445],[1.2630728000001454]
white,44.00136459999999,0.0388783999999304,44.01507749999996,44.01507749999996,45.34687710000003,[0.12222222222222222],[0.13777777777777778],[1.344446600000083]
,,,,,,,,
