target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,12.994496100000106,0.1343513000001621,13.111488099999406,13.111488099999406,15.54339600000003,[0.14166666666666666],[-0.03611111111111111],[2.4630092999996123]
red,16.548785599999974,0.0777590999996391,16.648116299999856,16.648116299999856,18.21325759999945,[-0.04],[-0.23],[1.5900179000000207]
white,19.219889499999223,0.0785663000006025,19.31924889999937,19.31924889999937,20.60197599999992,[-0.15555555555555556],[-0.021666666666666667],[1.3087365000001228]
white,21.60848209999949,0.0829321999999592,21.712563499999305,21.712563499999305,23.128288599999905,[-0.0044444444444444444],[-0.11444444444444445],[1.4417351000001872]
red,24.135821699999724,0.0813228000006347,24.241685099999813,24.241685099999813,25.41044729999976,[0.025],[0.17722222222222223],[1.1991854999996576]
white,26.419006199999785,0.0826479999996081,26.52273229999992,26.52273229999992,27.6649067999997,[0.11222222222222222],[0.15944444444444444],[1.1700227999999697]
white,28.66845639999974,0.0775948999998945,28.76997109999957,28.76997109999957,29.687375699999397,[0.12944444444444445],[0.115],[0.9432764000002862]
red,30.696304099999907,0.0825867999992624,30.80087519999961,30.80087519999961,31.865791299999728,[-0.1411111111111111],[0.03388888888888889],[1.0943475999993098]
white,32.867970799999966,0.075171099999352,32.97046829999999,32.97046829999999,34.788495499999954,[0.1461111111111111],[-0.05611111111111111],[1.8453191999997216]
white,35.794935999999325,0.0797400999999808,35.90065069999946,35.90065069999946,37.05343619999985,[0.115],[0.11611111111111111],[1.1835886999997456]
white,38.05563749999965,0.0752635999997437,38.16083149999941,38.16083149999941,39.55463400000008,[-0.035],[0.1288888888888889],[1.4242543000000296]
red,40.56079619999946,0.0792738000000099,40.66370339999958,40.66370339999958,42.04891150000003,[-0.11388888888888889],[-0.042777777777777776],[1.4133810000002995]
white,43.05448350000006,0.0793462999999974,43.15749049999977,43.15749049999977,44.44846779999989,[-0.19944444444444445],[-0.16444444444444445],[1.3186023999996905]
white,45.46072430000004,0.0880065999999715,45.57514649999939,45.57514649999939,46.77112179999949,[-0.13944444444444445],[0.1111111111111111],[1.2329382999996596]
red,47.77899939999952,0.0808238999998138,47.88284599999952,47.88284599999952,49.09406760000002,[-0.15611111111111112],[0.012777777777777779],[1.2404350000006161]
,,,,,,,,
