target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
red,7.628555100000085,0.0494730000000345,7.641944800000147,7.641944800000147,8.695082900000216,[-0.14777777777777779],[0.11555555555555555],[1.0655574999996134]
white,9.743770300000053,0.0483219000002463,9.756517599999825,9.756517599999825,11.5944942000001,[0.215],[0.12055555555555555],[1.8496193000000858]
white,12.64638530000002,0.0514434000001529,12.658814899999925,12.658814899999925,14.049032700000224,[0.08833333333333333],[0.014444444444444444],[1.4014225000000806]
white,15.098011099999894,0.0487129000002823,15.109626200000092,15.109626200000092,16.546905100000004,[-0.13277777777777777],[-0.0016666666666666668],[1.447645900000225]
white,17.596769199999926,0.0495386000002326,17.60892130000002,17.60892130000002,18.713774100000137,[-0.03388888888888889],[-0.07666666666666666],[1.1159701999999925]
red,19.76505330000009,0.0510111999997207,19.780899599999884,19.780899599999884,20.913847599999823,[0.06055555555555556],[0.02],[1.147490899999866]
white,21.949856600000203,0.0357420000000274,21.962395300000026,21.962395300000026,23.047439399999803,[-0.10055555555555555],[-0.0005555555555555556],[1.0966820999997253]
red,24.0808391999999,0.0331591000003754,24.09207319999996,24.09207319999996,25.549988400000075,[-0.16055555555555556],[-0.17777777777777778],[1.4680155000000923]
white,26.608555700000124,0.0583040000001346,26.62365499999987,26.62365499999987,28.433025700000144,[-0.018333333333333333],[0.03944444444444444],[1.8234791999998379]
red,29.4847321000002,0.051445699999931,29.496946000000207,29.496946000000207,30.669605500000216,[-0.029444444444444443],[-0.16555555555555557],[1.1839232000002085]
white,31.72366060000013,0.0528267999998206,31.73862259999987,31.73862259999987,33.16739060000009,[-0.08333333333333333],[0.19166666666666668],[1.4429653000001963]
white,34.20143850000022,0.0338131000003159,34.21319570000014,34.21319570000014,35.369788699999845,[-0.008333333333333333],[-0.0077777777777777776],[1.166715899999872]
red,36.4213292999998,0.0512757999999848,36.43345749999981,36.43345749999981,37.40456089999998,[-0.1688888888888889],[-0.22055555555555556],[0.9824376000001394]
white,38.45510490000015,0.0502893999996558,38.467583600000125,38.467583600000125,40.00200489999997,[0.09444444444444444],[0.21388888888888888],[1.5460990999999922]
white,41.059812500000135,0.0575711000001319,41.07259250000016,41.07259250000016,42.77053089999981,[0.14222222222222222],[0.05611111111111111],[1.7097324000001208]
,,,,,,,,
