target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,4.303164400000242,0.0956403000000136,4.414844900000389,4.414844900000389,10.31557840000096,[0.049444444444444444],[-0.1388888888888889],[5.929118300000482]
white,11.317599300000438,0.0733998999985487,11.415412400001514,11.415412400001514,13.425413700000718,[-0.2127777777777778],[-0.04555555555555556],[2.0343283000001975]
red,14.428267100000085,0.0749018999995314,14.527613199999903,14.527613199999903,16.039659300000494,[0.025],[0.13111111111111112],[1.5377785000000586]
white,17.044342099999994,0.0818480000016279,17.1505545,17.1505545,18.545920800001117,[0.11722222222222223],[0.24055555555555555],[1.4227683000008255]
red,19.54951510000137,0.0760511999997106,19.649545600001147,19.649545600001147,21.350391200001468,[-0.11555555555555555],[-0.18055555555555555],[1.726919500000804]
white,22.354706900001474,0.0757061000003886,22.45537140000124,22.45537140000124,23.60675540000011,[-0.15166666666666667],[-0.185],[1.1788722000001144]
red,24.61533690000033,0.0796313000009831,24.721826100001635,24.721826100001635,26.022170900001584,[0.02277777777777778],[0.2],[1.3341485999990255]
white,27.03151180000168,0.0829947999991418,27.136958300001425,27.136958300001425,28.74128760000167,[-0.012777777777777779],[-0.11444444444444445],[1.634354699999676]
white,29.747785400000797,0.0782710999992559,29.85050170000068,29.85050170000068,31.11142700000164,[-0.0016666666666666668],[-0.18722222222222223],[1.2900907999992342]
red,32.1194572000004,0.0848642999990261,32.22679150000113,32.22679150000113,33.6944495000007,[-0.017777777777777778],[0.15666666666666668],[1.4965067000011913]
white,34.70292360000167,0.0818866999998135,34.8096501,34.8096501,36.38902710000002,[-0.23777777777777778],[-0.08055555555555556],[1.6108492000003025]
white,37.3962444000008,0.0869294999993144,37.505205500001466,37.505205500001466,39.01814760000161,[0.24833333333333332],[0.09444444444444444],[1.5406748999994306]
red,40.02929930000028,0.0866244000008009,40.13221070000145,40.13221070000145,41.278599700001,[-0.09333333333333334],[0.005],[1.1721123000006628]
white,42.28988780000145,0.0947152999997342,42.404515000000174,42.404515000000174,44.04026789999989,[-0.04722222222222222],[-0.14055555555555554],[1.6654311000002053]
white,45.05234820000078,0.0873009999995702,45.15419590000056,45.15419590000056,47.53666670000166,[-0.11888888888888889],[0.16277777777777777],[2.4074120999994193]
,,,,,,,,
