target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,3.0301569000000086,0.1336688999999751,3.141406599999982,3.141406599999982,4.966828599999985,[-0.15166666666666667],[-0.059444444444444446],[1.8533199000000309]
white,5.978117800000007,0.0796296000000325,6.073078699999996,6.073078699999996,7.6418937000000255,[0.18944444444444444],[0.03277777777777778],[1.592852999999991]
red,8.644442099999992,0.0724667000000067,8.739661099999978,8.739661099999978,9.890191800000023,[-0.20777777777777778],[0.2288888888888889],[1.1741900999999757]
red,10.899497600000018,0.0865396000000373,11.0045935,11.0045935,12.435890099999996,[0.011111111111111112],[-0.22777777777777777],[1.4573685999999952]
white,13.443640500000017,0.080167700000004,13.54460130000001,13.54460130000001,15.168598700000018,[-0.18666666666666668],[0.14],[1.6508249999999975]
white,16.170945700000004,0.0747602000000142,16.270742900000016,16.270742900000016,19.092926799999987,[0.24666666666666667],[-0.22166666666666668],[2.8480357000000254]
white,20.0981195,0.0765468999999825,20.196049000000016,20.196049000000016,21.61236710000003,[0.11722222222222223],[-0.03333333333333333],[1.4411118000000442]
white,22.620054700000026,0.0799685000000067,22.718503800000008,22.718503800000008,23.931478500000026,[-0.23777777777777778],[-0.08833333333333333],[1.237369699999988]
red,24.941931599999972,0.0853256999999985,25.044117200000017,25.044117200000017,25.839091900000028,[-0.03277777777777778],[-0.08666666666666667],[0.8206554999999867]
white,26.847191500000008,0.0793350000000145,26.9459804,26.9459804,28.10887280000003,[-0.22277777777777777],[0.2111111111111111],[1.1888703999999848]
white,29.113494300000013,0.0780034999999657,29.216119900000024,29.216119900000024,30.15664670000001,[0.03611111111111111],[-0.009444444444444445],[0.967981199999997]
red,31.158592699999986,0.0744449999999687,31.257613900000024,31.257613900000024,32.487794699999995,[-0.1322222222222222],[0.21333333333333335],[1.2551599999999894]
white,33.49619000000001,0.0788891000000262,33.593310299999985,33.593310299999985,35.65346090000003,[-0.20166666666666666],[-0.22166666666666668],[2.0851288000000068]
red,36.66213570000002,0.0797371999999541,36.759373400000015,36.759373400000015,37.73065500000001,[-0.04555555555555556],[-0.22777777777777777],[0.9957630000000108]
white,38.73977489999999,0.0804049000000191,38.837248699999975,38.837248699999975,40.86384820000001,[0.07611111111111112],[0.12611111111111112],[2.051162099999999]
,,,,,,,,
