target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,10.761713500000042,0.0527409000001171,10.775388099999873,10.775388099999873,13.245263799999975,[0.015],[-0.1661111111111111],[2.481487300000026]
red,14.296928699999851,0.051360700000032,14.30879630000004,14.30879630000004,15.630647199999885,[-0.18055555555555555],[-0.12333333333333334],[1.3328530000001138]
white,16.66950769999994,0.0385782000000745,16.68135110000003,16.68135110000003,18.078319599999983,[-0.01888888888888889],[-0.042222222222222223],[1.4076852999999119]
red,19.11585360000004,0.0372575000001234,19.128625300000067,19.128625300000067,20.281493700000052,[0.10944444444444444],[0.2038888888888889],[1.164355999999998]
white,21.331978899999967,0.0501913000000513,21.34379869999998,21.34379869999998,22.684628900000007,[-0.02388888888888889],[0.08833333333333333],[1.3513510000000224]
white,23.74003709999988,0.0551298999998834,23.754191900000023,23.754191900000023,25.03090189999989,[-0.12222222222222222],[0.2238888888888889],[1.2896866999999475]
white,26.070202599999902,0.0390087999999195,26.08398229999989,26.08398229999989,28.930661299999883,[-0.11055555555555556],[-0.12111111111111111],[2.859711099999913]
white,29.97799629999986,0.0462245999999595,29.99410130000001,29.99410130000001,31.73518480000007,[-0.08166666666666667],[-0.07777777777777778],[1.7562838999999713]
red,32.787461899999926,0.0519841000000269,32.79939009999998,32.79939009999998,33.73281240000006,[-0.1272222222222222],[-0.1361111111111111],[0.9445095999999467]
white,34.77977919999989,0.0467432000000371,34.79224559999989,34.79224559999989,36.35441070000002,[0.05722222222222222],[0.21722222222222223],[1.5728879999999208]
white,37.40436849999992,0.0496795000001384,37.41604469999993,37.41604469999993,38.78550610000002,[0.012777777777777779],[-0.04666666666666667],[1.380234900000005]
red,39.82539550000001,0.0396525999999539,39.83690630000001,39.83690630000001,40.90149120000001,[0.16833333333333333],[0.21777777777777776],[1.0752455000001646]
white,41.94837419999999,0.0466241000001446,41.960329999999885,41.960329999999885,43.188479400000006,[0.2088888888888889],[-0.14222222222222222],[1.238794000000098]
white,44.22868779999999,0.0399394000000938,44.24038079999991,44.24038079999991,45.65408200000002,[-0.24388888888888888],[-0.22944444444444445],[1.4248529999999846]
red,46.69492459999992,0.0407126000000062,46.707982899999934,46.707982899999934,48.62208989999999,[0.18944444444444444],[0.115],[1.9260842000001048]
,,,,,,,,
