target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,12.407290099999956,0.0921493000005284,12.478593699999692,12.478593699999692,14.342087099999844,[-0.25055555555555553],[0.08666666666666667],[1.8824207999987266]
white,15.348287299999356,0.0550307999983488,15.416459699999905,15.416459699999905,16.74189539999861,[-0.07111111111111111],[0.024444444444444446],[1.3435081999996328]
red,17.748788499999137,0.0570931999991444,17.817918599999757,17.817918599999757,19.09815959999833,[-0.008888888888888889],[0.20055555555555554],[1.2981970000000729]
white,20.09914629999912,0.049369000000297,20.166795499999356,20.166795499999356,21.57303189999948,[0.20944444444444443],[0.24055555555555555],[1.4245460999991337]
white,22.581133199999385,0.0604382999990775,22.65329219999876,22.65329219999876,24.69798399999854,[0.19],[-0.1738888888888889],[2.063400200000615]
red,25.698248099999542,0.0479102999997849,25.7645150999997,25.7645150999997,26.95936909999909,[0.19055555555555556],[0.06888888888888889],[1.2124963999995089]
white,27.963532399999167,0.0555955999989237,28.033776299998863,28.033776299998863,29.30197909999879,[0.14722222222222223],[0.09333333333333334],[1.286051299999599]
red,30.312592499998573,0.0581359000007069,30.380698999999368,30.380698999999368,31.90342259999852,[-0.2361111111111111],[-0.035555555555555556],[1.5420520000006945]
white,32.91320449999876,0.0596855000003415,32.98513439999988,32.98513439999988,35.59894219999842,[-0.013333333333333334],[-0.11944444444444445],[2.6347759000000224]
red,36.61254740000004,0.0762557000016386,36.69745459999831,36.69745459999831,38.12161679999917,[0.095],[0.12777777777777777],[1.4452113999996072]
white,39.12930719999895,0.0582223000001249,39.20005979999951,39.20005979999951,40.48279079999884,[0.1111111111111111],[-0.23166666666666666],[1.301920699999755]
white,41.49490679999872,0.0621265000008861,41.566216399998666,41.566216399998666,43.2291570999987,[-0.18555555555555556],[-0.19055555555555556],[1.6831994999993185]
white,44.22851989999981,0.0474672000000282,44.29832699999861,44.29832699999861,45.67671139999948,[0.14222222222222222],[-0.21555555555555556],[1.3991819999992003]
red,46.67872219999845,0.0526938000002701,46.750330299999405,46.750330299999405,48.06576979999954,[-0.06],[-0.2038888888888889],[1.3353707999995095]
white,49.07735069999944,0.061483200001021,49.14746139999989,49.14746139999989,50.41042239999842,[-0.1272222222222222],[-0.21444444444444444],[1.2821984000001976]
,,,,,,,,
