target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,19.910666400000025,0.1603862000000049,20.04327599999999,20.04327599999999,21.487853099999995,[0.11333333333333333],[0.22],[1.4767247999999995]
white,22.50272590000003,0.0901664000000437,22.607940499999984,22.607940499999984,23.96354550000001,[-0.014444444444444444],[-0.09055555555555556],[1.3827446999999893]
red,24.9690693,0.0906824000000483,25.097554400000035,25.097554400000035,26.326064700000018,[0.22555555555555556],[0.08333333333333333],[1.269938800000034]
red,27.33535760000001,0.0841477999999824,27.438786300000004,27.438786300000004,28.37190520000001,[-0.19111111111111112],[0.06333333333333334],[0.959958400000005]
white,29.3847705,0.0937230999999769,29.495825200000013,29.495825200000013,31.8961453,[0.19722222222222222],[0.12111111111111111],[2.4287517999999864]
white,32.90101490000001,0.1075269000000389,33.03306600000002,33.03306600000002,35.41440319999998,[0.18666666666666668],[-0.20277777777777778],[2.4086312999999677]
white,36.4172643,0.0994200000000091,36.561329,36.561329,38.34720550000003,[-0.21388888888888888],[0.23277777777777778],[1.8314157000000364]
red,39.35063840000004,0.0906057000000259,39.478779900000006,39.478779900000006,40.82249300000001,[0.16833333333333333],[-0.16777777777777778],[1.383039100000019]
white,41.83386089999999,0.1046916999999894,41.95790929999998,41.95790929999998,44.10984890000003,[-0.10444444444444445],[-0.08333333333333333],[2.1809734999999932]
white,45.1170358,0.0976172999999676,45.245395900000005,45.245395900000005,46.44248900000002,[-0.026111111111111113],[0.05555555555555555],[1.232958300000007]
white,47.44969209999999,0.0957295000000044,47.57260109999999,47.57260109999999,49.78594820000001,[-0.20222222222222222],[-0.012222222222222223],[2.2458861999999726]
red,50.79939569999999,0.1025870000000281,50.92754500000001,50.92754500000001,52.07858950000002,[-0.13055555555555556],[0.1511111111111111],[1.1884078999999588]
white,53.0823393,0.0852927999999906,53.19985589999999,53.19985589999999,54.8019693,[-0.23722222222222222],[0.0038888888888888888],[1.6360217000000148]
white,55.814767200000006,0.0977754999999547,55.93466469999999,55.93466469999999,57.8459474,[0.06666666666666667],[-0.075],[1.9443578000000343]
red,58.84745989999999,0.0815701000000217,58.96339419999998,58.96339419999998,59.9616158,[-0.03833333333333333],[0.12166666666666667],[1.0321821999999656]
,,,,,,,,
