target_col,trial.started,mouse.started,square.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.time
,,,,,,,,
white,22.00940730000002,0.0536944000014045,22.066401799998857,22.066401799998857,24.509568699999363,[0.22055555555555556],[0.008333333333333333],[2.45739500000127]
white,25.51313790000131,0.0529280000009748,25.57837569999901,25.57837569999901,27.753337199999805,[-0.16055555555555556],[-0.15333333333333332],[2.1895696999999927]
red,28.75732179999977,0.0496165000004111,28.82173949999924,28.82173949999924,30.30143229999885,[-0.21833333333333332],[0.08944444444444444],[1.4969051999978547]
white,31.30225910000081,0.0512223000005178,31.371957100000145,31.371957100000145,32.783145199999126,[0.1272222222222222],[0.04555555555555556],[1.4293838000012329]
red,33.77967920000083,0.0355818999996699,33.83264119999876,33.83264119999876,35.44468450000204,[-0.07111111111111111],[-0.008333333333333333],[1.624982599998475]
white,36.44597010000143,0.038853599999129,36.50101179999911,36.50101179999911,37.63417520000076,[-0.07166666666666667],[0.058888888888888886],[1.1493651999990107]
white,38.63483410000117,0.0437492999990354,38.69826269999976,38.69826269999976,40.362894400001096,[0.205],[-0.11444444444444445],[1.6839776000015263]
red,41.35655780000161,0.0362617999999201,41.41308140000183,41.41308140000183,42.74115100000199,[-0.12555555555555556],[-0.10333333333333333],[1.3410597999973106]
white,43.74424699999872,0.0410369999990507,43.801618000001326,43.801618000001326,45.14096090000021,[-0.0016666666666666668],[-0.022222222222222223],[1.3575387999990198]
white,46.143698299998505,0.0449272000005294,46.20033239999975,46.20033239999975,47.619195899998886,[-0.035],[0.14055555555555554],[1.4323052999970969]
white,48.62148410000009,0.0400343000001157,48.67745120000109,48.67745120000109,50.35917060000065,[0.17333333333333334],[0.24055555555555555],[1.6989772999986599]
red,51.35551510000005,0.0385618999971484,51.41199870000128,51.41199870000128,52.82128089999969,[-0.2061111111111111],[0.0961111111111111],[1.4225956000009319]
red,53.82151460000023,0.0464809999975841,53.88563459999932,53.88563459999932,55.00320239999928,[-0.025555555555555557],[0.12222222222222222],[1.1346020000019053]
white,55.99903199999972,0.0357908999976643,56.05289279999852,56.05289279999852,56.971660399998655,[-0.041666666666666664],[0.09555555555555556],[0.9317074999999022]
white,57.9757282999999,0.0477180000016232,58.03676279999854,58.03676279999854,59.87766510000074,[0.03333333333333333],[-0.034444444444444444],[1.8570206000003964]
,,,,,,,,
