group,b0,b1,b1_p,exp_b1,pct_change,aic,gee_b1,gee_b1_p,gee_exp_b1
Single,7.3559031054659165,0.40173356629459833,3.338730655314675e-19,1.4944131176051154,49.44131176051154,8637.564060989844,0.3992018070570372,2.8300107959378214e-37,1.4906344087987482
Multiple,7.380903607692124,0.14889418793355055,0.01405168604246559,1.1605501824989557,16.055018249895568,6720.06994187394,0.14805853899909058,0.05168396923925593,1.159580775074116
