group,b0,b1,b1_se,b1_p,b1_ci_lo,b1_ci_hi,exp_b1,pct_per_level,aic,bic,is_singular
Single,3.0754075405413704e-20,0.0700580361000532,0.010239349613994517,7.807346791742274e-12,0.04998927963150985,0.09012679256859657,1.0725704272525716,7.257042725257157,292.8949816619498,306.50569118943895,True
Multiple,4.351092485129576e-21,0.008517239460213087,0.009741094626385968,0.3819213414727374,-0.010574955177500062,0.02760943409792624,1.008553614342077,0.855361434207702,212.66693595284048,225.37153488313578,True
