target_col,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0034252999998898304,0.008603999999877487,0.003072299999985262,7.768778899999916,0.09222222222222222,-0.043333333333333335,1,0,0,,,,,,,,,,,,,,,,,,,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
red,0,0,0,[0.23666666666666666],[0.0044444444444444444],[1],[0],[0],[1.7589873999997963],"['target', 'target']",0,0,0,2,7.891544999999951,,,,,,,,,,,7.877694600000041,7.891544999999951,0.10873480000009295,7.891544999999951,7.891544999999951,7.891544999999951,9.637823499999968,[0.23666666666666666],[0.0044444444444444444],[1],[0],[0],[1.7589873999997963],"['target', 'target']",9.656153299999914,9.660584299999982,9.660584299999982,10.650188999999955,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,1,1,0,[0.09444444444444444],[0.135],[1],[0],[0],[2.4941069000001335],"['target', 'target']",0,1,1,1,10.70219320000001,,,,,,,,,,,10.6904391999999,10.70219320000001,0.0523339000001215,10.70219320000001,10.70219320000001,10.70219320000001,13.185670299999856,[0.09444444444444444],[0.135],[1],[0],[0],[2.4941069000001335],"['target', 'target']",13.204176499999903,13.208515699999907,13.208515699999907,14.201524899999868,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,2,2,0,[0.15722222222222224],[0.010555555555555556],[1],[0],[0],[1.3288815999999315],"['target', 'target']",0,2,2,0,14.25731010000004,,,,,,,,,,,14.240076799999997,14.25731010000004,0.05404750000002423,14.25731010000004,14.25731010000004,14.25731010000004,15.570878499999935,[0.15722222222222224],[0.010555555555555556],[1],[0],[0],[1.3288815999999315],"['target', 'target']",15.584504700000025,15.5892202,15.5892202,16.58595799999989,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,3,0,1,[0.1322222222222222],[-0.04777777777777778],[1],[0],[0],[1.440202999999883],"['target', 'target']",1,0,3,1,16.643577299999833,,,,,,,,,,,16.63032219999991,16.643577299999833,0.05920309999987694,16.643577299999833,16.643577299999833,16.643577299999833,18.071418999999878,[0.1322222222222222],[-0.04777777777777778],[1],[0],[0],[1.440202999999883],"['target', 'target']",18.081005699999878,18.087166399999887,18.087166399999887,19.08645690000003,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
red,4,1,1,[-0.08333333333333333],[-0.07],[1],[0],[0],[1.270981699999993],"['target', 'target']",1,1,4,2,19.147639600000048,,,,,,,,,,,19.135286499999893,19.147639600000048,0.06364240000016252,19.147639600000048,19.147639600000048,19.147639600000048,20.407385199999908,[-0.08333333333333333],[-0.07],[1],[0],[0],[1.270981699999993],"['target', 'target']",20.416497400000026,20.422629299999926,20.422629299999926,21.41983129999994,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,5,2,1,[0.18166666666666667],[0.15833333333333333],[1],[0],[0],[1.4202788000000055],"['target', 'target']",1,2,5,0,21.483154600000034,,,,,,,,,,,21.47072479999997,21.483154600000034,0.06308110000009037,21.483154600000034,21.483154600000034,21.483154600000034,22.892352800000026,[0.18166666666666667],[0.15833333333333333],[1],[0],[0],[1.4202788000000055],"['target', 'target']",22.90254989999994,22.908353599999828,22.908353599999828,23.904709799999864,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
red,6,0,2,[-0.03833333333333333],[0.2238888888888889],[1],[0],[0],[1.2317724999998063],"['target', 'target']",2,0,6,2,23.975193099999842,,,,,,,,,,,23.959549499999866,23.975193099999842,0.06681049999997413,23.975193099999842,23.975193099999842,23.975193099999842,25.19210720000001,[-0.03833333333333333],[0.2238888888888889],[1],[0],[0],[1.2317724999998063],"['target', 'target']",25.20471039999984,25.21168160000002,25.21168160000002,26.205116999999973,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,7,1,2,[0.18611111111111112],[0.04055555555555555],[1],[0],[0],[1.4139290000000528],"['target', 'target']",2,1,7,1,26.27228429999991,,,,,,,,,,,26.258972099999937,26.27228429999991,0.06662130000017896,26.27228429999991,26.27228429999991,26.27228429999991,27.673733699999957,[0.18611111111111112],[0.04055555555555555],[1],[0],[0],[1.4139290000000528],"['target', 'target']",27.680335399999876,27.688020999999935,27.688020999999935,28.674240999999938,28.74078439999994,28.74078439999994,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,8,2,2,[0.10388888888888889],[0.027777777777777776],[1],[0],[0],[1.5828758000000107],"['target', 'target']",2,2,8,0,28.74078439999994,,,,,,,,,,,28.727202799999986,28.74078439999994,0.05323470000007546,28.74078439999994,28.74078439999994,28.74078439999994,30.310996899999964,[0.10388888888888889],[0.027777777777777776],[1],[0],[0],[1.5828758000000107],"['target', 'target']",30.31918059999998,30.324934299999995,30.324934299999995,31.32371330000001,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,9,0,3,[0.19777777777777777],[0.06333333333333334],[1],[0],[0],[1.211871500000143],"['target', 'target']",3,0,9,0,31.37881440000001,,,,,,,,,,,31.364788299999873,31.37881440000001,0.05357570000001033,31.37881440000001,31.37881440000001,31.37881440000001,32.57798490000005,[0.19777777777777777],[0.06333333333333334],[1],[0],[0],[1.211871500000143],"['target', 'target']",32.5871666999999,32.59416280000005,32.59416280000005,33.59069619999991,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
red,10,1,3,[0.14055555555555554],[0.2338888888888889],[1],[0],[0],[1.2707233999999517],"['target', 'target']",3,1,10,2,33.63741600000003,,,,,,,,,,,33.625508899999886,33.63741600000003,0.04712979999999334,33.63741600000003,33.63741600000003,33.63741600000003,34.89726079999991,[0.14055555555555554],[0.2338888888888889],[1],[0],[0],[1.2707233999999517],"['target', 'target']",34.90795519999983,34.91533249999998,34.91533249999998,35.908442899999955,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
white,11,2,3,[0.12611111111111112],[0.07166666666666667],[1],[0],[0],[2.200963399999864],"['target', 'target']",3,2,11,1,35.97256049999987,,,,,,,,,,,35.95988699999998,35.97256049999987,0.06239129999994475,35.97256049999987,35.97256049999987,35.97256049999987,38.162841999999955,[0.12611111111111112],[0.07166666666666667],[1],[0],[0],[2.200963399999864],"['target', 'target']",38.17223339999987,38.17896010000004,38.17896010000004,39.176079399999935,,,,,7,001,2026-02-04_08h51.36.696,visual_search,,2025.2.4,60.06121438970439,2026-02-04 08h51.37.229560 +0530,
