target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.00847759999999198,0.015871100000026672,0.007796699999971679,2.9787167000000068,0.017777777777777778,-0.005555555555555556,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,0,0,0,0,3.141406599999982,,,,,,,,,,,3.0301569000000086,3.141406599999982,0.1336688999999751,3.141406599999982,3.141406599999982,3.141406599999982,4.966828599999985,[-0.15166666666666667],[-0.059444444444444446],[1],[0],[0],[1.8533199000000309],['target'],4.968664900000022,4.992344199999991,4.992344199999991,5.977640399999984,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,0,1,1,1,6.073078699999996,,,,,,,,,,,5.978117800000007,6.073078699999996,0.0796296000000325,6.073078699999996,6.073078699999996,6.073078699999996,7.6418937000000255,[0.18944444444444444],[0.03277777777777778],[1],[0],[0],[1.592852999999991],['target'],7.642721900000026,7.663139399999977,7.663139399999977,8.643981699999983,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
red,0,2,2,2,8.739661099999978,,,,,,,,,,,8.644442099999992,8.739661099999978,0.07246670000000677,8.739661099999978,8.739661099999978,8.739661099999978,9.890191800000025,[-0.20777777777777778],[0.2288888888888889],[1],[0],[0],[1.1741900999999757],['target'],9.89102889999998,9.9122658,9.9122658,10.899025300000005,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
red,1,0,3,2,11.004593499999999,,,,,,,,,,,10.899497600000018,11.004593499999999,0.08653960000003735,11.004593499999999,11.004593499999999,11.004593499999999,12.435890099999995,[0.011111111111111112],[-0.22777777777777777],[1],[0],[0],[1.4573685999999952],['target'],12.436829100000011,12.454620499999976,12.454620499999976,13.443144800000027,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,1,1,4,1,13.54460130000001,,,,,,,,,,,13.443640500000015,13.54460130000001,0.08016770000000406,13.54460130000001,13.54460130000001,13.54460130000001,15.168598700000018,[-0.18666666666666668],[0.14],[1],[0],[0],[1.6508249999999975],['target'],15.169436700000006,15.191541099999995,15.191541099999995,16.17049750000001,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,1,2,5,0,16.270742900000016,,,,,,,,,,,16.170945700000004,16.270742900000016,0.07476020000001427,16.270742900000016,16.270742900000016,16.270742900000016,19.092926799999987,[0.24666666666666667],[-0.22166666666666668],[1],[0],[0],[2.8480357000000254],['target'],19.09383200000002,19.110237900000016,19.110237900000016,20.097669699999983,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,2,0,6,0,20.196049000000016,,,,,,,,,,,20.098119499999996,20.196049000000016,0.07654689999998254,20.196049000000016,20.196049000000016,20.196049000000016,21.61236710000003,[0.11722222222222223],[-0.03333333333333333],[1],[0],[0],[1.4411118000000442],['target'],21.613224100000025,21.630704999999978,21.630704999999978,22.61961150000002,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,2,1,7,1,22.718503800000008,,,,,,,,,,,22.620054700000026,22.718503800000008,0.07996850000000677,22.718503800000008,22.718503800000008,22.718503800000008,23.931478500000026,[-0.23777777777777778],[-0.08833333333333333],[1],[0],[0],[1.237369699999988],['target'],23.932322999999997,23.949699099999975,23.949699099999975,24.94148899999999,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
red,2,2,8,2,25.044117200000017,,,,,,,,,,,24.941931599999975,25.044117200000017,0.0853256999999985,25.044117200000017,25.044117200000017,25.044117200000017,25.839091900000028,[-0.03277777777777778],[-0.08666666666666667],[1],[0],[0],[0.8206554999999867],['target'],25.839932599999997,25.85723150000001,25.85723150000001,26.846665099999996,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,3,0,9,0,26.945980399999996,,,,,,,,,,,26.847191500000008,26.945980399999996,0.07933500000001459,26.945980399999996,26.945980399999996,26.945980399999996,28.10887280000003,[-0.22277777777777777],[0.2111111111111111],[1],[0],[0],[1.1888703999999848],['target'],28.109709599999974,28.127509799999984,28.127509799999984,29.11301659999998,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,3,1,10,1,29.216119900000024,,,,,,,,,,,29.113494300000013,29.216119900000024,0.0780034999999657,29.216119900000024,29.216119900000024,29.216119900000024,30.15664670000001,[0.03611111111111111],[-0.009444444444444445],[1],[0],[0],[0.967981199999997],['target'],30.157506300000023,30.1741169,30.1741169,31.158125299999995,31.257613900000024,31.257613900000024,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
red,3,2,11,2,31.257613900000024,,,,,,,,,,,31.158592699999986,31.257613900000024,0.07444499999996879,31.257613900000024,31.257613900000024,31.257613900000024,32.487794699999995,[-0.1322222222222222],[0.21333333333333335],[1],[0],[0],[1.2551599999999894],['target'],32.48864659999998,32.50501200000002,32.50501200000002,33.4957493,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,4,0,12,0,33.593310299999985,,,,,,,,,,,33.49619000000001,33.593310299999985,0.07888910000002625,33.593310299999985,33.593310299999985,33.593310299999985,35.65346090000003,[-0.20166666666666666],[-0.22166666666666668],[1],[0],[0],[2.0851288000000068],['target'],35.65429770000003,35.67138779999999,35.67138779999999,36.6616449,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
red,4,1,13,2,36.759373400000015,,,,,,,,,,,36.66213570000002,36.759373400000015,0.0797371999999541,36.759373400000015,36.759373400000015,36.759373400000015,37.73065500000001,[-0.04555555555555556],[-0.22777777777777777],[1],[0],[0],[0.9957630000000108],['target'],37.731525499999975,37.74952289999999,37.74952289999999,38.73933169999998,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
white,4,2,14,1,38.837248699999975,,,,,,,,,,,38.739774899999986,38.837248699999975,0.0804049000000191,38.837248699999975,38.837248699999975,38.837248699999975,40.86384820000001,[0.07611111111111112],[0.12611111111111112],[1],[0],[0],[2.051162099999999],['target'],40.864683000000014,40.882368799999995,40.882368799999995,41.872227599999974,,,,,,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87232089999998,41.88532959999998,51.870819900000015,12,001,2026-02-04_10h30.24.878,visual_search,2024.1.5,None,2026-02-04 10h30.50.313313 +0530,
