target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,thanks.started,endMsg.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.008252399999037152,0.019584899999244954,0.008031999999730033,3.2004615000005288,-0.15611111111111112,0.12666666666666668,1,0,0,,,,,,,,,,,,,,,,,,,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
white,0,0,0,1,3.349869399999079,,,,,,,,,,,3.2300584000004164,3.349869399999079,0.11729820000073232,3.349869399999079,3.349869399999079,3.349869399999079,5.781093600000531,[0.07388888888888889],[0.1622222222222222],[1],[0],[0],[2.4624406000002637],['target'],5.784610499998962,5.808496199999354,5.808496199999354,6.78534000000036,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
white,0,1,1,0,6.884996200000387,,,,,,,,,,,6.785924100000557,6.884996200000387,0.07554530000015802,6.884996200000387,6.884996200000387,6.884996200000387,8.574915099999998,[-0.17277777777777778],[0.09166666666666666],[1],[0],[0],[1.7139697999991768],['target'],8.575777300000482,8.595049800000197,8.595049800000197,9.578572799999165,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
red,0,2,2,2,9.677796699999817,,,,,,,,,,,9.579043399999136,9.677796699999817,0.07730199999969045,9.677796699999817,9.677796699999817,9.677796699999817,12.378628099999332,[0.245],[-0.03611111111111111],[1],[0],[0],[2.72485769999912],['target'],12.379514599999311,12.396770699999252,12.396770699999252,13.39047329999994,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
white,1,0,3,1,13.492676399999254,,,,,,,,,,,13.39100419999886,13.492676399999254,0.08648250000078406,13.492676399999254,13.492676399999254,13.492676399999254,15.267943900000319,[-0.06944444444444445],[-0.17444444444444446],[1],[0],[0],[1.8012343999998848],['target'],15.268787599999996,15.288266300000032,15.288266300000032,16.273195800000394,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
white,1,1,4,0,16.37562380000054,,,,,,,,,,,16.27373559999978,16.37562380000054,0.07933480000065174,16.37562380000054,16.37562380000054,16.37562380000054,17.48945889999959,[-0.07888888888888888],[-0.11944444444444445],[1],[0],[0],[1.1405976000005467],['target'],17.49032679999982,17.508779499999946,17.508779499999946,18.500620900000285,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
red,1,2,5,2,18.603687999999238,,,,,,,,,,,18.501135099999374,18.603687999999238,0.08525149999877613,18.603687999999238,18.603687999999238,18.603687999999238,20.781247200000507,[-0.19277777777777777],[0.19111111111111112],[1],[0],[0],[2.204924599998776],['target'],20.782104099998833,20.798157100000026,20.798157100000026,21.783528599999045,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
red,2,0,6,2,21.885146799999347,,,,,,,,,,,21.784185599999546,21.885146799999347,0.07508779999989201,21.885146799999347,21.885146799999347,21.885146799999347,23.34128950000013,[0.16722222222222222],[0.02277777777777778],[1],[0],[0],[1.4834528999999748],['target'],23.342159100000572,23.36005809999915,23.36005809999915,24.34269420000055,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
white,2,1,7,0,24.44744709999941,,,,,,,,,,,24.34324790000028,24.44744709999941,0.07788259999870206,24.44744709999941,24.44744709999941,24.44744709999941,26.3145743999994,[0.035555555555555556],[-0.235],[1],[0],[0],[1.8937662999996974],['target'],26.315390800000387,26.333355499999016,26.333355499999016,27.315570499999012,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
white,2,2,8,1,27.424096499998996,,,,,,,,,,,27.316083499999877,27.424096499998996,0.08226280000053521,27.424096499998996,27.424096499998996,27.424096499998996,29.70037550000052,[0.20833333333333334],[-0.11055555555555556],[1],[0],[0],[2.30195200000162],['target'],29.701204599999983,29.720194499999707,29.720194499999707,30.709568899999795,,,,3,001,2026-02-03_15h54.52.832,visual_search,2024.1.5,None,2026-02-03 15h55.07.321770 +0530,
