target_col,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0034316999999646214,0.007856399999582209,0.0031116000000110944,4.790109099999427,0.07222222222222222,-0.27555555555555555,1,0,0,,,,,,,,,,,,,,,,,,,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,0,0,0,[-0.18444444444444444],[0.12166666666666667],[1],[0],[0],[1.5846288999991884],"['target', 'target']",0,0,0,0,4.852898499999355,,,,,,,,,,,4.83890159999919,4.852898499999355,0.04861299999993207,4.852898499999355,4.852898499999355,4.852898499999355,6.424601299999267,[-0.18444444444444444],[0.12166666666666667],[1],[0],[0],[1.5846288999991884],"['target', 'target']",6.439975599999343,6.4457635999997365,6.4457635999997365,7.439272399999936,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,1,1,0,[-0.06888888888888889],[0.1922222222222222],[1],[0],[0],[1.4616648000001078],"['target', 'target']",0,1,1,1,7.491826799999217,,,,,,,,,,,7.479788599999665,7.491826799999217,0.054873500000212516,7.491826799999217,7.491826799999217,7.491826799999217,8.94235739999931,[-0.06888888888888889],[0.1922222222222222],[1],[0],[0],[1.4616648000001078],"['target', 'target']",8.954632599999968,8.95942179999929,8.95942179999929,9.956969599999866,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
red,2,2,0,[0.20055555555555554],[-0.10055555555555555],[1],[0],[0],[1.544093200000134],"['target', 'target']",0,2,2,2,10.012433999999303,,,,,,,,,,,10.000440199999503,10.012433999999303,0.05786880000050587,10.012433999999303,10.012433999999303,10.012433999999303,11.545660899999348,[0.20055555555555554],[-0.10055555555555555],[1],[0],[0],[1.544093200000134],"['target', 'target']",11.56308849999914,11.567637699999977,11.567637699999977,12.558807499999602,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,3,0,1,[-0.15333333333333332],[0.18666666666666668],[1],[0],[0],[1.3933900000001813],"['target', 'target']",1,0,3,0,12.611474299999827,,,,,,,,,,,12.598708299999998,12.611474299999827,0.05269450000014331,12.611474299999827,12.611474299999827,12.611474299999827,13.993891099999928,[-0.15333333333333332],[0.18666666666666668],[1],[0],[0],[1.3933900000001813],"['target', 'target']",14.00416309999946,14.008562399999391,14.008562399999391,14.993991199999982,15.05086239999946,15.05086239999946,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,4,1,1,[-0.0044444444444444444],[0.10111111111111111],[1],[0],[0],[1.2903355999997075],"['target', 'target']",1,1,4,1,15.05086239999946,,,,,,,,,,,15.038903399999981,15.05086239999946,0.04466619999948307,15.05086239999946,15.05086239999946,15.05086239999946,16.33023669999966,[-0.0044444444444444444],[0.10111111111111111],[1],[0],[0],[1.2903355999997075],"['target', 'target']",16.339706699999624,16.34500449999996,16.34500449999996,17.34325439999975,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
red,5,2,1,[-0.11944444444444445],[-0.08333333333333333],[1],[0],[0],[1.5687041999999565],"['target', 'target']",1,2,5,2,17.404787799999212,,,,,,,,,,,17.392580599999746,17.404787799999212,0.06212920000052691,17.404787799999212,17.404787799999212,17.404787799999212,18.962289099999907,[-0.11944444444444445],[-0.08333333333333333],[1],[0],[0],[1.5687041999999565],"['target', 'target']",18.971769399999175,18.97765369999979,18.97765369999979,19.96323769999981,20.018446799999765,20.018446799999765,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
red,6,0,2,[0.03722222222222222],[0.042777777777777776],[1],[0],[0],[1.3384476000001087],"['target', 'target']",2,0,6,2,20.018446799999765,,,,,,,,,,,20.00603129999945,20.018446799999765,0.043437100000119244,20.018446799999765,20.018446799999765,20.018446799999765,21.345534000000043,[0.03722222222222222],[0.042777777777777776],[1],[0],[0],[1.3384476000001087],"['target', 'target']",21.353827299999466,21.359982499999205,21.359982499999205,22.34661379999943,22.40735129999939,22.40735129999939,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,7,1,2,[0.045],[-0.1288888888888889],[1],[0],[0],[1.3513446000006297],"['target', 'target']",2,1,7,0,22.40735129999939,,,,,,,,,,,22.394959799999924,22.40735129999939,0.04915479999999661,22.40735129999939,22.40735129999939,22.40735129999939,23.7479186999999,[0.045],[-0.1288888888888889],[1],[0],[0],[1.3513446000006297],"['target', 'target']",23.75656429999981,23.761829099999886,23.761829099999886,24.747786599999927,24.800646400000005,24.800646400000005,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,8,2,2,[-0.1411111111111111],[-0.16777777777777778],[1],[0],[0],[1.2446373000002495],"['target', 'target']",2,2,8,1,24.800646400000005,,,,,,,,,,,24.787279499999386,24.800646400000005,0.039114799999879324,24.800646400000005,24.800646400000005,24.800646400000005,26.03296599999976,[-0.1411111111111111],[-0.16777777777777778],[1],[0],[0],[1.2446373000002495],"['target', 'target']",26.04309209999974,26.04995119999967,26.04995119999967,27.04656049999994,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
red,9,0,3,[0.09555555555555556],[-0.12944444444444445],[1],[0],[0],[1.260494699999981],"['target', 'target']",3,0,9,2,27.098609299999225,,,,,,,,,,,27.08640379999997,27.098609299999225,0.05320510000001377,27.098609299999225,27.098609299999225,27.098609299999225,28.34780409999985,[0.09555555555555556],[-0.12944444444444445],[1],[0],[0],[1.260494699999981],"['target', 'target']",28.356298499999866,28.362647099999776,28.362647099999776,29.347322699999495,29.398184699999547,29.398184699999547,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,10,1,3,[0.235],[-0.15888888888888889],[1],[0],[0],[1.662614400000166],"['target', 'target']",3,1,10,1,29.398184699999547,,,,,,,,,,,29.385341199999857,29.398184699999547,0.03720130000056088,29.398184699999547,29.398184699999547,29.398184699999547,31.048918699999376,[0.235],[-0.15888888888888889],[1],[0],[0],[1.662614400000166],"['target', 'target']",31.0570103,31.06332619999921,31.06332619999921,32.04925469999944,32.10067789999994,32.10067789999994,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,11,2,3,[-0.17444444444444446],[-0.03277777777777778],[1],[0],[0],[1.5642688999996608],"['target', 'target']",3,2,11,0,32.10067789999994,,,,,,,,,,,32.0871819999993,32.10067789999994,0.03805019999981596,32.10067789999994,32.10067789999994,32.10067789999994,33.65255669999988,[-0.17444444444444446],[-0.03277777777777778],[1],[0],[0],[1.5642688999996608],"['target', 'target']",33.661893399999826,33.66904559999966,33.66904559999966,34.66554149999956,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,12,0,4,[-0.005],[-0.03111111111111111],[1],[0],[0],[1.280130399999507],"['target', 'target']",4,0,12,0,34.71912909999992,,,,,,,,,,,34.705379600000015,34.71912909999992,0.052484499999991385,34.71912909999992,34.71912909999992,34.71912909999992,35.98694769999929,[-0.005],[-0.03111111111111111],[1],[0],[0],[1.280130399999507],"['target', 'target']",35.99628009999924,36.002995299999384,36.002995299999384,36.99941829999989,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
white,13,1,4,[-0.23722222222222222],[-0.050555555555555555],[1],[0],[0],[1.41367530000025],"['target', 'target']",4,1,13,1,37.05209249999916,,,,,,,,,,,37.03859639999973,37.05209249999916,0.05123939999975846,37.05209249999916,37.05209249999916,37.05209249999916,38.45333489999939,[-0.23722222222222222],[-0.050555555555555555],[1],[0],[0],[1.41367530000025],"['target', 'target']",38.463242799999534,38.46923339999921,38.46923339999921,39.46697969999968,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
red,14,2,4,[0.1938888888888889],[0.18722222222222223],[1],[0],[0],[1.5152158999999301],"['target', 'target']",4,2,14,2,39.52131709999958,,,,,,,,,,,39.5072840999992,39.52131709999958,0.053735499999675085,39.52131709999958,39.52131709999958,39.52131709999958,41.02383179999924,[0.1938888888888889],[0.18722222222222223],[1],[0],[0],[1.5152158999999301],"['target', 'target']",41.03376799999933,41.04061029999957,41.04061029999957,42.034925299999486,,,,,11,001,2026-02-04_09h58.44.739,visual_search,,2025.2.4,59.96001865952517,2026-02-04 09h58.44.853571 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.045118199999706,42.05112629999985,,,,,,,,,
