target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,thanks.started,endMsg.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.008590199999161996,0.01897869999811519,0.008578799999668263,16.54954269999871,-0.1272222222222222,0.13666666666666666,1,0,0,,,,,,,,,,,,,,,,,,,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
white,0,0,0,1,16.763854699995136,,,,,,,,,,,16.620429700000386,16.763854699995136,0.17647600000054808,16.763854699995136,16.763854699995136,16.763854699995136,18.36959829999978,[-0.15222222222222223],[0.06944444444444445],[1],[0],[0],[1.6423930000019027],['target'],18.37184089999937,18.395826699997997,18.395826699997997,19.37249499999598,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
white,0,1,1,0,19.484085599993705,,,,,,,,,,,19.372969599993667,19.484085599993705,0.0742104000019026,19.484085599993705,19.484085599993705,19.484085599993705,21.03520889999345,[0.11333333333333333],[-0.05333333333333334],[1],[0],[0],[1.5884514999997918],['target'],21.036052099996596,21.05479839999316,21.05479839999316,22.038974099996267,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
red,0,2,2,2,22.15239709999878,,,,,,,,,,,22.039618999995582,22.15239709999878,0.0812456000057864,22.15239709999878,22.15239709999878,22.15239709999878,23.241172899994126,[0.2577777777777778],[0.1111111111111111],[1],[0],[0],[1.1230722999971476],['target'],23.242510399999446,23.262579499998537,23.262579499998537,24.255181699998502,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
red,1,0,3,2,24.362187499995343,,,,,,,,,,,24.25655129999359,24.362187499995343,0.08892619999824092,24.362187499995343,24.362187499995343,24.362187499995343,25.447502999995777,[0.16944444444444445],[0.20055555555555554],[1],[0],[0],[1.1153230999989319],['target'],25.448823499995342,25.466078699995705,25.466078699995705,26.45471279999765,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
white,1,1,4,0,26.56900279999536,,,,,,,,,,,26.455235399997036,26.56900279999536,0.0850404000011622,26.56900279999536,26.56900279999536,26.56900279999536,28.592753699995228,[0.20944444444444443],[-0.06444444444444444],[1],[0],[0],[2.058106399999815],['target'],28.59408689999691,28.614758099996834,28.614758099996834,29.60436469999695,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
white,1,2,5,1,29.702625699996133,,,,,,,,,,,29.60482989999582,29.702625699996133,0.08266299999377225,29.702625699996133,29.702625699996133,29.702625699996133,31.192281399999047,[0.15388888888888888],[-0.07833333333333334],[1],[0],[0],[1.5148238999972818],['target'],31.19310029999906,31.210861199993815,31.210861199993815,32.20401349999884,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
white,2,0,6,1,32.31190339999739,,,,,,,,,,,32.20449059999373,32.31190339999739,0.08728300000075251,32.31190339999739,32.31190339999739,32.31190339999739,34.23085379999975,[0.06277777777777778],[0.15666666666666668],[1],[0],[0],[1.949740899995959],['target'],34.23171259999799,34.25539199999912,34.25539199999912,35.236954199994216,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
white,2,1,7,0,35.37355249999382,,,,,,,,,,,35.23745499999495,35.37355249999382,0.10179079999943497,35.37355249999382,35.37355249999382,35.37355249999382,37.0193547999952,[0.1922222222222222],[-0.14166666666666666],[1],[0],[0],[1.6850190000041039],['target'],37.02021949999471,37.04456519999803,37.04456519999803,38.03660999999556,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
red,2,2,8,2,38.1515361999991,,,,,,,,,,,38.03727699999581,38.1515361999991,0.09822100000019418,38.1515361999991,38.1515361999991,38.1515361999991,39.23743619999732,[0.06111111111111111],[-0.01888888888888889],[1],[0],[0],[1.118176299998595],['target'],39.23890669999673,39.2632300999976,39.2632300999976,40.25310299999546,,,,4,001,2026-02-04_11h12.41.113,visual_search,2024.1.5,None,2026-02-04 11h13.05.594038 +0530,
