target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,thanks.started,endMsg.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.008302600001115934,0.01694870000028459,0.007817800000339048,4.2899007000014535,-0.13,0.135,1,0,0,,,,,,,,,,,,,,,,,,,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
white,0,0,0,0,4.414844900000389,,,,,,,,,,,4.303164400000242,4.414844900000389,0.09564030000001367,4.414844900000389,4.414844900000389,4.414844900000389,10.315578400000959,[0.049444444444444444],[-0.1388888888888889],[1],[0],[0],[5.929118300000482],['target'],10.317029100000582,10.340183199999956,10.340183199999956,11.31712990000051,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
white,0,1,1,1,11.415412400001514,,,,,,,,,,,11.317599300000438,11.415412400001514,0.07339989999854879,11.415412400001514,11.415412400001514,11.415412400001514,13.425413700000718,[-0.2127777777777778],[-0.04555555555555556],[1],[0],[0],[2.0343283000001975],['target'],13.426249900001494,13.446211600001334,13.446211600001334,14.427822700001343,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
red,0,2,2,2,14.527613199999905,,,,,,,,,,,14.428267100000085,14.527613199999905,0.07490189999953145,14.527613199999905,14.527613199999905,14.527613199999905,16.039659300000494,[0.025],[0.13111111111111112],[1],[0],[0],[1.5377785000000586],['target'],16.04052650000085,16.059973200000968,16.059973200000968,17.043894500000533,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
white,1,0,3,0,17.1505545,,,,,,,,,,,17.044342099999994,17.1505545,0.08184800000162795,17.1505545,17.1505545,17.1505545,18.545920800001113,[0.11722222222222223],[0.24055555555555555],[1],[0],[0],[1.4227683000008255],['target'],18.54680030000054,18.564573100000416,18.564573100000416,19.549083200001405,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
red,1,1,4,2,19.649545600001147,,,,,,,,,,,19.549515100001372,19.649545600001147,0.07605119999971066,19.649545600001147,19.649545600001147,19.649545600001147,21.350391200001468,[-0.11555555555555555],[-0.18055555555555555],[1],[0],[0],[1.726919500000804],['target'],21.351265200000853,21.3723157000004,21.3723157000004,22.35420040000099,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
white,1,2,5,1,22.45537140000124,,,,,,,,,,,22.354706900001474,22.45537140000124,0.07570610000038869,22.45537140000124,22.45537140000124,22.45537140000124,23.60675540000011,[-0.15166666666666667],[-0.185],[1],[0],[0],[1.1788722000001144],['target'],23.60768100000132,23.630019000000175,23.630019000000175,24.614881200001037,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
red,2,0,6,2,24.721826100001635,,,,,,,,,,,24.61533690000033,24.721826100001635,0.07963130000098317,24.721826100001635,24.721826100001635,24.721826100001635,26.022170900001584,[0.02277777777777778],[0.2],[1],[0],[0],[1.3341485999990255],['target'],26.023080400000254,26.04277280000133,26.04277280000133,27.031059100001585,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
white,2,1,7,0,27.136958300001425,,,,,,,,,,,27.03151180000168,27.136958300001425,0.08299479999914183,27.136958300001425,27.136958300001425,27.136958300001425,28.74128760000167,[-0.012777777777777779],[-0.11444444444444445],[1],[0],[0],[1.634354699999676],['target'],28.742137600000206,28.759364800000185,28.759364800000185,29.747243800000433,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
white,2,2,8,1,29.850501700000677,,,,,,,,,,,29.747785400000794,29.850501700000677,0.07827109999925597,29.850501700000677,29.850501700000677,29.850501700000677,31.11142700000164,[-0.0016666666666666668],[-0.18722222222222223],[1],[0],[0],[1.2900907999992342],['target'],31.11228680000022,31.129876500001046,31.129876500001046,32.119018600000345,,,,2,001,2026-02-03_15h42.21.979,visual_search,2024.1.5,None,2026-02-03 15h42.38.204994 +0530,
