target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.004324800000176765,0.01018619999922521,0.004474800000025425,5.306296599999769,0.07166666666666667,-0.24555555555555555,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
white,0,0,0,1,5.424061300000176,,,,,,,,,,,5.350809400000799,5.424061300000176,0.10280790000069828,5.424061300000176,5.424061300000176,5.424061300000176,7.031859099999565,[0.14944444444444444],[0.26055555555555554],[1],[0],[0],[1.6216268000007403],['target'],7.034246499999426,7.051757999999609,7.051757999999609,8.037804300000062,,,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
red,0,1,1,2,8.103609699999652,,,,,,,,,,,8.038404299999456,8.103609699999652,0.04921889999968698,8.103609699999652,8.103609699999652,8.103609699999652,9.062850199999957,[0.22111111111111112],[0.20222222222222222],[1],[0],[0],[0.9786853000005067],['target'],9.063665800000308,9.082749100000001,9.082749100000001,10.070488400000613,,,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
white,0,2,2,0,10.116669000000911,,,,,,,,,,,10.070722599999499,10.116669000000911,0.03862709999884828,10.116669000000911,10.116669000000911,10.116669000000911,11.56827019999946,[-0.13333333333333333],[-0.09444444444444444],[1],[0],[0],[1.4654468999997334],['target'],11.568985399999292,11.583778500000335,11.583778500000335,12.570640300000377,,,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
red,1,0,3,2,12.634103799999139,,,,,,,,,,,12.57115039999917,12.634103799999139,0.0468209000009665,12.634103799999139,12.634103799999139,12.634103799999139,13.55477029999929,[0.03166666666666667],[-0.1361111111111111],[1],[0],[0],[0.9384511999996903],['target'],13.555756499999916,13.569001100000605,13.569001100000605,14.559051700000055,,,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
white,1,1,4,1,14.63119259999985,,,,,,,,,,,14.559592899999188,14.63119259999985,0.055961399999432615,14.63119259999985,14.63119259999985,14.63119259999985,15.986499399999957,[0.1738888888888889],[0.06166666666666667],[1],[0],[0],[1.374068900000566],['target'],15.98722479999924,16.002208800000517,16.002208800000517,16.99230709999938,,,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
white,1,2,5,0,17.062433400000373,,,,,,,,,,,16.992852699999276,17.062433400000373,0.057913900000130525,17.062433400000373,17.062433400000373,17.062433400000373,18.060830300000816,[-0.027777777777777776],[0.017222222222222222],[1],[0],[0],[1.015136199999688],['target'],18.061601999999766,18.075377499999377,18.075377499999377,19.059124299999894,19.131786199999624,19.131786199999624,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
red,2,0,6,2,19.131786199999624,,,,,,,,,,,19.059743199999502,19.131786199999624,0.050512899999375804,19.131786199999624,19.131786199999624,19.131786199999624,20.28146039999956,[0.08388888888888889],[0.008333333333333333],[1],[0],[0],[1.1688482000008662],['target'],20.282157800000277,20.29565410000032,20.29565410000032,21.281137600000875,21.353932100000748,21.353932100000748,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
white,2,1,7,1,21.353932100000748,,,,,,,,,,,21.281637000000046,21.353932100000748,0.05125829999997222,21.353932100000748,21.353932100000748,21.353932100000748,22.66971569999987,[-0.15722222222222224],[0.20277777777777778],[1],[0],[0],[1.335963300000003],['target'],22.67011730000013,22.68040099999962,22.68040099999962,23.669547600000442,23.740408600000592,23.740408600000592,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
white,2,2,8,0,23.740408600000592,,,,,,,,,,,23.670180999999502,23.740408600000592,0.049574200000279234,23.740408600000592,23.740408600000592,23.740408600000592,25.002861299999495,[-0.07777777777777778],[-0.12777777777777777],[1],[0],[0],[1.2826650000006339],['target'],25.003557599999112,25.01734310000029,25.01734310000029,26.002426999999443,26.07370649999939,26.07370649999939,,,,17,001,2026-02-05_12h38.52.432,visual_search,2024.1.5,None,2026-02-05 12h39.51.014933 +0530,
