target_col,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.003574999999955253,0.007788799999843832,0.003171399999928326,10.708767599999874,-0.041666666666666664,-0.0033333333333333335,1,0,0,,,,,,,,,,,,,,,,,,,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,0,0,0,[0.015],[-0.1661111111111111],[1],[0],[0],[2.481487300000026],"['target', 'target']",0,0,0,0,10.775388099999873,,,,,,,,,,,10.761713500000042,10.775388099999873,0.05274090000011711,10.775388099999873,10.775388099999873,10.775388099999873,13.245263799999975,[0.015],[-0.1661111111111111],[1],[0],[0],[2.481487300000026],"['target', 'target']",13.260745199999974,13.265601599999854,13.265601599999854,14.258800599999859,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
red,1,1,0,[-0.18055555555555555],[-0.12333333333333334],[1],[0],[0],[1.3328530000001138],"['target', 'target']",0,1,1,2,14.30879630000004,,,,,,,,,,,14.296928699999853,14.30879630000004,0.05136070000003201,14.30879630000004,14.30879630000004,14.30879630000004,15.630647199999885,[-0.18055555555555555],[-0.12333333333333334],[1],[0],[0],[1.3328530000001138],"['target', 'target']",15.643436599999859,15.648945799999865,15.648945799999865,16.642097899999953,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,2,2,0,[-0.01888888888888889],[-0.042222222222222223],[1],[0],[0],[1.4076852999999119],"['target', 'target']",0,2,2,1,16.68135110000003,,,,,,,,,,,16.66950769999994,16.68135110000003,0.0385782000000745,16.68135110000003,16.68135110000003,16.68135110000003,18.078319599999986,[-0.01888888888888889],[-0.042222222222222223],[1],[0],[0],[1.4076852999999119],"['target', 'target']",18.088927300000023,18.093865199999982,18.093865199999982,19.078535099999954,19.128625300000067,19.128625300000067,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
red,3,0,1,[0.10944444444444444],[0.2038888888888889],[1],[0],[0],[1.164355999999998],"['target', 'target']",1,0,3,2,19.128625300000067,,,,,,,,,,,19.115853600000037,19.128625300000067,0.0372575000001234,19.128625300000067,19.128625300000067,19.128625300000067,20.281493700000055,[0.10944444444444444],[0.2038888888888889],[1],[0],[0],[1.164355999999998],"['target', 'target']",20.293733599999996,20.298671399999876,20.298671399999876,21.29388240000003,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,4,1,1,[-0.02388888888888889],[0.08833333333333333],[1],[0],[0],[1.3513510000000224],"['target', 'target']",1,1,4,1,21.34379869999998,,,,,,,,,,,21.331978899999967,21.34379869999998,0.05019130000005134,21.34379869999998,21.34379869999998,21.34379869999998,22.684628900000007,[-0.02388888888888889],[0.08833333333333333],[1],[0],[0],[1.3513510000000224],"['target', 'target']",22.692999099999952,22.698167600000033,22.698167600000033,23.69549649999999,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,5,2,1,[-0.12222222222222222],[0.2238888888888889],[1],[0],[0],[1.2896866999999475],"['target', 'target']",1,2,5,0,23.754191900000023,,,,,,,,,,,23.74003709999988,23.754191900000023,0.05512989999988349,23.754191900000023,23.754191900000023,23.754191900000023,25.03090189999989,[-0.12222222222222222],[0.2238888888888889],[1],[0],[0],[1.2896866999999475],"['target', 'target']",25.042007999999896,25.04648240000006,25.04648240000006,26.030438900000036,26.08398229999989,26.08398229999989,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,6,0,2,[-0.11055555555555556],[-0.12111111111111111],[1],[0],[0],[2.859711099999913],"['target', 'target']",2,0,6,0,26.08398229999989,,,,,,,,,,,26.070202599999902,26.08398229999989,0.039008799999919574,26.08398229999989,26.08398229999989,26.08398229999989,28.930661299999883,[-0.11055555555555556],[-0.12111111111111111],[1],[0],[0],[2.859711099999913],"['target', 'target']",28.94084870000006,28.946010200000046,28.946010200000046,29.932362499999954,29.99410130000001,29.99410130000001,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,7,1,2,[-0.08166666666666667],[-0.07777777777777778],[1],[0],[0],[1.7562838999999713],"['target', 'target']",2,1,7,1,29.99410130000001,,,,,,,,,,,29.97799629999986,29.99410130000001,0.04622459999995954,29.99410130000001,29.99410130000001,29.99410130000001,31.73518480000007,[-0.08166666666666667],[-0.07777777777777778],[1],[0],[0],[1.7562838999999713],"['target', 'target']",31.74593119999986,31.750790999999936,31.750790999999936,32.74877679999986,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
red,8,2,2,[-0.1272222222222222],[-0.1361111111111111],[1],[0],[0],[0.9445095999999467],"['target', 'target']",2,2,8,2,32.79939009999998,,,,,,,,,,,32.787461899999926,32.79939009999998,0.051984100000026956,32.79939009999998,32.79939009999998,32.79939009999998,33.73281240000006,[-0.1272222222222222],[-0.1361111111111111],[1],[0],[0],[0.9445095999999467],"['target', 'target']",33.74116920000006,33.74761349999994,33.74761349999994,34.734045400000014,34.79224559999989,34.79224559999989,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,9,0,3,[0.05722222222222222],[0.21722222222222223],[1],[0],[0],[1.5728879999999208],"['target', 'target']",3,0,9,0,34.79224559999989,,,,,,,,,,,34.77977919999989,34.79224559999989,0.04674320000003718,34.79224559999989,34.79224559999989,34.79224559999989,36.35441070000002,[0.05722222222222222],[0.21722222222222223],[1],[0],[0],[1.5728879999999208],"['target', 'target']",36.36268939999991,36.368199600000025,36.368199600000025,37.36639859999991,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,10,1,3,[0.012777777777777779],[-0.04666666666666667],[1],[0],[0],[1.380234900000005],"['target', 'target']",3,1,10,1,37.41604469999993,,,,,,,,,,,37.40436849999992,37.41604469999993,0.04967950000013843,37.41604469999993,37.41604469999993,37.41604469999993,38.78550610000002,[0.012777777777777779],[-0.04666666666666667],[1],[0],[0],[1.380234900000005],"['target', 'target']",38.79364889999988,38.799142200000006,38.799142200000006,39.78530909999995,39.83690630000001,39.83690630000001,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
red,11,2,3,[0.16833333333333333],[0.21777777777777776],[1],[0],[0],[1.0752455000001646],"['target', 'target']",3,2,11,2,39.83690630000001,,,,,,,,,,,39.82539550000001,39.83690630000001,0.039652599999953964,39.83690630000001,39.83690630000001,39.83690630000001,40.90149120000001,[0.16833333333333333],[0.21777777777777776],[1],[0],[0],[1.0752455000001646],"['target', 'target']",40.91267270000003,40.91687419999994,40.91687419999994,41.9024093999999,41.960329999999885,41.960329999999885,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,12,0,4,[0.2088888888888889],[-0.14222222222222222],[1],[0],[0],[1.238794000000098],"['target', 'target']",4,0,12,0,41.960329999999885,,,,,,,,,,,41.94837419999999,41.960329999999885,0.04662410000014461,41.960329999999885,41.960329999999885,41.960329999999885,43.188479400000006,[0.2088888888888889],[-0.14222222222222222],[1],[0],[0],[1.238794000000098],"['target', 'target']",43.19733489999999,43.20261249999999,43.20261249999999,44.18746620000002,44.24038079999991,44.24038079999991,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
white,13,1,4,[-0.24388888888888888],[-0.22944444444444445],[1],[0],[0],[1.4248529999999846],"['target', 'target']",4,1,13,1,44.24038079999991,,,,,,,,,,,44.22868779999999,44.24038079999991,0.03993940000009388,44.24038079999991,44.24038079999991,44.24038079999991,45.65408200000002,[-0.24388888888888888],[-0.22944444444444445],[1],[0],[0],[1.4248529999999846],"['target', 'target']",45.661157600000024,45.6683865,45.6683865,46.65377999999987,46.707982899999934,46.707982899999934,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
red,14,2,4,[0.18944444444444444],[0.115],[1],[0],[0],[1.9260842000001048],"['target', 'target']",4,2,14,2,46.707982899999934,,,,,,,,,,,46.69492459999992,46.707982899999934,0.040712600000006205,46.707982899999934,46.707982899999934,46.707982899999934,48.62208989999999,[0.18944444444444444],[0.115],[1],[0],[0],[1.9260842000001048],"['target', 'target']",48.63330399999995,48.63883029999988,48.63883029999988,49.637041799999906,,,,,8,001,2026-02-04_08h57.16.607,visual_search,,2025.2.4,60.00049200404274,2026-02-04 08h57.16.708383 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.645335499999874,49.65305209999997,,,,,,,,,
