target_col,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.004517299999974966,0.01131390000000465,0.0038942999999562744,3.215015200000039,0.37833333333333335,-0.2011111111111111,1,0,0,,,,,,,,,,,,,,,,,,,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
white,0,0,0,[-0.22333333333333333],[0.13444444444444445],[1],[0],[0],[1.8274102000000312],"['target', 'target']",0,0,0,1,3.4276045000000295,,,,,,,,,,,3.404027000000042,3.4276045000000295,0.18795130000000881,3.4276045000000295,3.4276045000000295,3.4276045000000295,5.232736400000022,[-0.22333333333333333],[0.13444444444444445],[1],[0],[0],[1.8274102000000312],"['target', 'target']",5.255703600000061,5.2650760999999875,5.2650760999999875,6.244023999999968,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
white,1,1,0,[-0.057777777777777775],[-0.16722222222222222],[1],[0],[0],[2.25727930000005],"['target', 'target']",0,1,1,0,6.325037700000053,,,,,,,,,,,6.305834200000049,6.325037700000053,0.07268480000004729,6.325037700000053,6.325037700000053,6.325037700000053,8.564163300000018,[-0.057777777777777775],[-0.16722222222222222],[1],[0],[0],[2.25727930000005],"['target', 'target']",8.578042900000014,8.584819799999991,8.584819799999991,9.578602600000067,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
red,2,2,0,[0.10444444444444445],[-0.08],[1],[0],[0],[1.2164314999999988],"['target', 'target']",0,2,2,2,9.66835130000004,,,,,,,,,,,9.646657900000037,9.66835130000004,0.08212400000002162,9.66835130000004,9.66835130000004,9.66835130000004,10.86534000000006,[0.10444444444444445],[-0.08],[1],[0],[0],[1.2164314999999988],"['target', 'target']",10.880297799999994,10.885654300000056,10.885654300000056,11.878499000000033,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
white,3,0,1,[-0.07833333333333334],[0.0961111111111111],[1],[0],[0],[1.5556417000000238],"['target', 'target']",1,0,3,0,11.96703309999998,,,,,,,,,,,11.942682600000012,11.96703309999998,0.07699859999991077,11.96703309999998,11.96703309999998,11.96703309999998,13.499395700000036,[-0.07833333333333334],[0.0961111111111111],[1],[0],[0],[1.5556417000000238],"['target', 'target']",13.510615199999961,13.516708300000005,13.516708300000005,14.512646700000005,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
red,4,1,1,[0.20166666666666666],[-0.08],[1],[0],[0],[1.3519232000001011],"['target', 'target']",1,1,4,2,14.62950920000003,,,,,,,,,,,14.596631399999978,14.62950920000003,0.09701300000006086,14.62950920000003,14.62950920000003,14.62950920000003,15.949516399999993,[0.20166666666666666],[-0.08],[1],[0],[0],[1.3519232000001011],"['target', 'target']",15.962056599999983,15.969210800000042,15.969210800000042,16.963534200000026,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
white,5,2,1,[0.10111111111111111],[0.02666666666666667],[1],[0],[0],[1.2513584999999239],"['target', 'target']",1,2,5,1,17.056316100000004,,,,,,,,,,,17.030613099999982,17.056316100000004,0.08080740000002606,17.056316100000004,17.056316100000004,17.056316100000004,18.283073599999966,[0.10111111111111111],[0.02666666666666667],[1],[0],[0],[1.2513584999999239],"['target', 'target']",18.295549100000017,18.3025619,18.3025619,19.297472900000002,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
red,6,0,2,[0.1811111111111111],[-0.006666666666666667],[1],[0],[0],[1.143573100000026],"['target', 'target']",2,0,6,2,19.376125500000057,,,,,,,,,,,19.35533350000003,19.376125500000057,0.07190009999999347,19.376125500000057,19.376125500000057,19.376125500000057,20.49979989999997,[0.1811111111111111],[-0.006666666666666667],[1],[0],[0],[1.143573100000026],"['target', 'target']",20.50914309999996,20.515232200000014,20.515232200000014,21.4990722,21.594036200000005,21.594036200000005,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
white,7,1,2,[-0.008333333333333333],[-0.075],[1],[0],[0],[1.4474635999999919],"['target', 'target']",2,1,7,0,21.594036200000005,,,,,,,,,,,21.568921000000046,21.594036200000005,0.06895680000002358,21.594036200000005,21.594036200000005,21.594036200000005,23.017381800000067,[-0.008333333333333333],[-0.075],[1],[0],[0],[1.4474635999999919],"['target', 'target']",23.031979500000034,23.038904000000002,23.038904000000002,24.03192869999998,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
white,8,2,2,[-0.10055555555555555],[0.22333333333333333],[1],[0],[0],[2.853918300000032],"['target', 'target']",2,2,8,1,24.12313949999998,,,,,,,,,,,24.098036800000045,24.12313949999998,0.08035210000002735,24.12313949999998,24.12313949999998,24.12313949999998,26.95308209999996,[-0.10055555555555555],[0.22333333333333333],[1],[0],[0],[2.853918300000032],"['target', 'target']",26.96588250000002,26.974104399999987,26.974104399999987,27.966598299999987,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
red,9,0,3,[0.05277777777777778],[-0.06],[1],[0],[0],[1.6487263000000212],"['target', 'target']",3,0,9,2,28.063496800000053,,,,,,,,,,,28.037390800000026,28.063496800000053,0.08398699999997916,28.063496800000053,28.063496800000053,28.063496800000053,29.687186500000053,[0.05277777777777778],[-0.06],[1],[0],[0],[1.6487263000000212],"['target', 'target']",29.702741800000013,29.71088050000003,29.71088050000003,30.700470399999972,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
white,10,1,3,[-0.2],[-0.055],[1],[0],[0],[2.7055071999999427],"['target', 'target']",3,1,10,0,30.791673899999978,,,,,,,,,,,30.76465200000007,30.791673899999978,0.0771757999999636,30.791673899999978,30.791673899999978,30.791673899999978,33.471336000000065,[-0.2],[-0.055],[1],[0],[0],[2.7055071999999427],"['target', 'target']",33.483182000000056,33.49024650000001,33.49024650000001,34.48476879999998,,,,,16,001,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,
