PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
Player_2,2026-02-04T14:28:59.952596,singleTarget,1,10,true,100.00,100.00,0,1392,0,"(209.02,274.43)"
Player_2,2026-02-04T14:29:07.273818,singleTarget,2,20,true,100.00,100.00,0,1267,0,"(105.18,548.93)"
Player_2,2026-02-04T14:29:15.800420,singleTarget,3,30,true,100.00,100.00,0,1318,0,"(254.28,262.97)"
Player_2,2026-02-04T14:29:39.887460,singleTarget,4,-25,false,8.33,0.00,11,0,0,
Player_2,2026-02-04T14:30:06.469302,singleTarget,4,-35,false,12.50,0.00,7,0,0,
Player_2,2026-02-04T14:30:17.517814,singleTarget,4,10,true,100.00,100.00,0,2828,0,"(61.41,185.23)"
Player_2,2026-02-04T14:30:29.139490,singleTarget,5,20,true,100.00,100.00,0,1643,0,"(162.96,184.86)"
Player_2,2026-02-04T14:30:37.773806,singleTarget,6,30,true,100.00,100.00,0,1452,0,"(125.61,306.73)"
Player_2,2026-02-04T14:30:49.407414,singleTarget,7,40,true,100.00,100.00,0,4123,0,"(303.28,526.54)"
Player_2,2026-02-04T14:31:01.144191,singleTarget,8,50,true,100.00,100.00,0,1535,0,"(110.92,243.56)"
Player_2,2026-02-04T14:31:10.631956,singleTarget,9,60,true,100.00,100.00,0,1944,0,"(78.95,508.72)"
Player_2,2026-02-04T14:31:26.281243,singleTarget,10,70,true,100.00,100.00,0,7115,0,"(273.54,363.56)"
Player_2,2026-02-04T14:31:37.337092,singleTarget,11,80,true,100.00,100.00,0,2120,0,"(240.49,167.53)"
Player_2,2026-02-04T14:31:48.482400,singleTarget,12,90,true,100.00,100.00,0,4463,0,"(142.71,604.44)"
Player_2,2026-02-04T14:32:12.484741,singleTarget,13,85,false,50.00,0.00,1,0,0,
Player_2,2026-02-04T14:32:21.697447,singleTarget,13,10,true,100.00,100.00,0,3129,0,"(48.62,281.52)"
Player_2,2026-02-04T14:32:38.892448,singleTarget,14,20,true,100.00,100.00,0,2386,0,"(287.29,432.03)"
Player_2,2026-02-04T14:32:54.626475,singleTarget,15,30,true,100.00,100.00,0,7125,0,"(149.96,46.06)"
