PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
Player_2,2026-02-05T18:06:35.435837,singleTarget,1,10,true,100.00,100.00,0,1242,0,"(229.06,177.30)"
Player_2,2026-02-05T18:06:47.524469,singleTarget,2,20,true,100.00,100.00,0,1155,0,"(70.93,461.49)"
Player_2,2026-02-05T18:06:55.715617,singleTarget,3,30,true,100.00,100.00,0,1205,0,"(188.04,265.32)"
Player_2,2026-02-05T18:07:05.053852,singleTarget,4,40,true,100.00,100.00,0,1694,0,"(167.13,38.88)"
Player_2,2026-02-05T18:07:16.190459,singleTarget,5,50,true,100.00,100.00,0,1514,0,"(177.75,301.41)"
Player_2,2026-02-05T18:07:25.637549,singleTarget,6,60,true,100.00,100.00,0,1991,0,"(146.54,64.70)"
Player_2,2026-02-05T18:07:33.851252,singleTarget,7,70,true,100.00,100.00,0,2309,0,"(233.66,94.51)"
Player_2,2026-02-05T18:07:42.715589,singleTarget,8,80,true,100.00,100.00,0,1499,0,"(180.69,371.48)"
Player_2,2026-02-05T18:07:50.402420,singleTarget,9,90,true,100.00,100.00,0,1185,0,"(245.26,338.46)"
Player_2,2026-02-05T18:08:03.030020,singleTarget,10,100,true,100.00,100.00,0,5281,0,"(73.35,184.69)"
Player_2,2026-02-05T18:08:11.910257,singleTarget,11,110,true,100.00,100.00,0,1959,0,"(149.62,341.54)"
Player_2,2026-02-05T18:08:21.575521,singleTarget,12,120,true,100.00,100.00,0,2238,0,"(284.92,328.95)"
Player_2,2026-02-05T18:08:30.040341,singleTarget,13,130,true,100.00,100.00,0,1571,0,"(82.89,225.56)"
Player_2,2026-02-05T18:08:37.551947,singleTarget,14,140,true,100.00,100.00,0,1386,0,"(242.91,377.89)"
Player_2,2026-02-05T18:08:54.731465,singleTarget,15,150,true,100.00,100.00,0,10172,0,"(250.16,93.36)"
