PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
Player_2,2026-02-05T15:03:27.441253,singleTarget,1,10,true,100.00,100.00,0,1452,0,"(83.50,78.67)"
Player_2,2026-02-05T15:03:37.515402,singleTarget,2,20,true,100.00,100.00,0,864,0,"(195.39,216.90)"
Player_2,2026-02-05T15:03:53.509372,singleTarget,3,30,true,100.00,100.00,0,1195,0,"(188.65,79.72)"
Player_2,2026-02-05T15:04:09.314087,singleTarget,4,40,true,100.00,100.00,0,3023,0,"(183.28,531.26)"
Player_2,2026-02-05T15:04:28.934210,singleTarget,5,50,true,100.00,100.00,0,1205,0,"(84.16,79.50)"
Player_2,2026-02-05T15:04:37.389304,singleTarget,6,60,true,100.00,100.00,0,1451,0,"(232.43,555.47)"
Player_2,2026-02-05T15:04:47.156396,singleTarget,7,70,true,100.00,100.00,0,1799,0,"(183.72,535.20)"
Player_2,2026-02-05T15:04:58.638128,singleTarget,8,80,true,100.00,100.00,0,1900,0,"(85.90,110.42)"
Player_2,2026-02-05T15:05:07.151965,singleTarget,9,90,true,100.00,100.00,0,1190,0,"(37.04,166.84)"
Player_2,2026-02-05T15:05:22.972645,singleTarget,10,100,true,100.00,100.00,0,7810,0,"(269.49,272.62)"
Player_2,2026-02-05T15:05:39.235449,singleTarget,11,110,true,100.00,100.00,0,7788,0,"(184.10,394.89)"
Player_2,2026-02-05T15:05:49.581820,singleTarget,12,120,true,100.00,100.00,0,2125,0,"(150.03,411.53)"
Player_2,2026-02-05T15:06:04.878178,singleTarget,13,130,true,100.00,100.00,0,7396,0,"(277.72,231.44)"
Player_2,2026-02-05T15:06:20.815941,singleTarget,14,135,true,50.00,100.00,1,5879,0,"(36.36,273.45)"
Player_2,2026-02-05T15:06:41.896373,singleTarget,15,140,true,50.00,100.00,1,11831,0,"(210.98,135.83)"
