PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
Player_2,2026-02-05T20:41:16.839418,singleTarget,1,10,true,100.00,100.00,0,1346,0,"(75.30,155.16)"
Player_2,2026-02-05T20:41:33.521727,singleTarget,2,20,true,100.00,100.00,0,1179,0,"(251.13,77.70)"
Player_2,2026-02-05T20:41:55.834169,singleTarget,3,30,true,100.00,100.00,0,1764,0,"(279.16,322.18)"
Player_2,2026-02-05T20:42:15.344672,singleTarget,4,40,true,100.00,100.00,0,2368,0,"(242.59,200.87)"
Player_2,2026-02-05T20:42:51.960590,singleTarget,5,50,true,100.00,100.00,0,1662,0,"(207.80,146.48)"
Player_2,2026-02-05T20:43:06.335592,singleTarget,6,60,true,100.00,100.00,0,2584,0,"(143.92,489.93)"
Player_2,2026-02-05T20:43:28.939614,singleTarget,7,70,true,100.00,100.00,0,3489,0,"(254.31,433.61)"
Player_2,2026-02-05T20:43:51.225448,singleTarget,8,80,true,100.00,100.00,0,2225,0,"(162.80,68.98)"
Player_2,2026-02-05T20:44:07.430738,singleTarget,9,90,true,100.00,100.00,0,4334,0,"(34.57,201.66)"
Player_2,2026-02-05T20:44:29.511758,singleTarget,10,100,true,100.00,100.00,0,3223,0,"(100.09,584.21)"
Player_2,2026-02-05T20:44:50.217706,singleTarget,11,110,true,100.00,100.00,0,2525,0,"(66.55,98.34)"
Player_2,2026-02-05T20:45:13.637489,singleTarget,12,120,true,100.00,100.00,0,9305,0,"(226.24,328.30)"
Player_2,2026-02-05T20:45:31.542771,singleTarget,13,130,true,100.00,100.00,0,4928,0,"(295.54,462.41)"
Player_2,2026-02-05T20:45:52.586633,singleTarget,14,140,true,100.00,100.00,0,4396,0,"(214.22,39.26)"
Player_2,2026-02-05T20:46:16.332047,singleTarget,15,150,true,100.00,100.00,0,6991,0,"(179.96,575.68)"
