Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)"
2026-02-03T21:14:34.783805,singleTarget,1,10,True,100.0,100.0,0,1272,0,"(215.07,37.80)"
2026-02-03T21:14:47.244430,singleTarget,2,20,True,100.0,100.0,0,1003,0,"(205.45,197.31)"
2026-02-03T21:14:55.903829,singleTarget,3,30,True,100.0,100.0,0,2125,0,"(145.30,93.38)"
2026-02-03T21:15:09.355812,singleTarget,4,40,True,100.0,100.0,0,2974,0,"(279.97,518.15)"
2026-02-03T21:15:21.497029,singleTarget,5,50,True,100.0,100.0,0,2533,0,"(64.13,595.55)"
2026-02-03T21:15:31.907110,singleTarget,6,60,True,100.0,100.0,0,1753,0,"(239.29,480.43)"
2026-02-03T21:15:46.318366,singleTarget,7,70,True,100.0,100.0,0,8250,0,"(48.26,127.93)"
2026-02-03T21:15:58.632685,singleTarget,8,80,True,100.0,100.0,0,1491,0,"(113.39,477.54)"
2026-02-03T21:16:07.339238,singleTarget,9,90,True,100.0,100.0,0,1328,0,"(194.88,383.96)"
2026-02-03T21:16:18.902712,singleTarget,10,100,True,100.0,100.0,0,5046,0,"(51.04,232.02)"
2026-02-03T21:16:30.683261,singleTarget,11,110,True,100.0,100.0,0,5289,0,"(166.07,553.27)"
2026-02-03T21:16:45.903113,singleTarget,12,120,True,100.0,100.0,0,7822,0,"(133.42,228.27)"
2026-02-03T21:16:54.181484,singleTarget,13,130,True,100.0,100.0,0,1362,0,"(233.93,455.01)"
2026-02-03T21:17:06.735660,singleTarget,14,140,True,100.0,100.0,0,6814,0,"(252.88,395.69)"
2026-02-03T21:17:27.796755,singleTarget,15,130,False,33.33,0.0,2,0,0,
2026-02-03T21:17:48.436585,singleTarget,15,10,True,100.0,100.0,0,10604,0,"(237.80,211.46)"
